100 50
10 18 H
10 19 N
10 20 T
10 21 H
10 22 N
10 23 N
10 24 T
10 25 N
10 26 H
10 27 N
10 28 N
10 29 N
10 30 N
10 31 H
10 32 N
10 33 N
10 34 N
10 35 N
10 36 N
10 37 T
10 38 N
10 39 T
10 40 B
10 41 T
10 42 N
10 43 T
10 44 N
10 45 N
10 46 N
10 47 H
10 48 B
10 49 N
10 50 N
11 1 T
11 2 T
11 3 N
11 4 N
11 5 N
11 6 T
11 7 N
11 8 N
11 9 N
11 10 N
11 11 T
11 12 H
11 13 T
11 14 N
11 15 H
11 16 T
11 17 N
11 18 N
11 19 N
11 20 H
11 21 N
11 22 T
11 23 T
11 24 T
11 25 N
11 26 T
11 27 N
11 28 N
11 29 T
11 30 N
11 31 B
11 32 N
11 33 T
11 34 N
11 35 N
11 36 N
11 37 N
11 38 N
11 39 N
11 40 T
11 41 H
11 42 N
11 43 T
11 44 H
11 45 N
11 46 N
11 47 T
11 48 B
11 49 N
11 50 N
12 1 T
12 2 T
12 3 T
12 4 T
12 5 T
12 6 N
12 7 T
12 8 N
12 9 N
12 10 T
12 11 N
12 12 H
12 13 N
12 14 N
12 15 N
12 16 N
12 17 H
12 18 N
12 19 B
12 20 H
12 21 B
12 22 T
12 23 T
12 24 B
12 25 B
12 26 H
12 27 N
12 28 N
12 29 N
12 30 H
12 31 T
12 32 T
12 33 H
12 34 N
12 35 B
12 36 B
12 37 N
12 38 B
12 39 N
12 40 N
12 41 T
12 42 H
12 43 T
12 44 T
12 45 N
12 46 N
12 47 N
12 48 H
12 49 N
12 50 T
13 1 B
13 2 H
13 3 T
13 4 N
13 5 T
13 6 H
13 7 T
13 8 B
13 9 N
13 10 N
13 11 B
13 12 N
13 13 N
13 14 T
13 15 T
13 16 T
13 17 N
13 18 N
13 19 N
13 20 N
13 21 H
13 22 B
13 23 B
13 24 H
13 25 N
13 26 T
13 27 H
13 28 T
13 29 B
13 30 H
13 31 N
13 32 N
13 33 N
13 34 N
13 35 N
13 36 N
13 37 H
13 38 B
13 39 H
13 40 N
13 41 B
13 42 N
13 43 B
13 44 H
13 45 H
13 46 N
13 47 T
13 48 H
13 49 N
13 50 N
14 1 N
14 2 N
14 3 T
14 4 T
14 5 N
14 6 H
14 7 N
14 8 H
14 9 N
14 10 N
14 11 N
14 12 B
14 13 T
14 14 N
14 15 B
14 16 N
14 17 T
14 18 H
14 19 N
14 20 N
14 21 H
14 22 B
14 23 H
14 24 N
14 25 N
14 26 N
14 27 N
14 28 H
14 29 T
14 30 N
14 31 N
14 32 N
14 33 N
14 34 T
14 35 B
14 36 N
14 37 N
14 38 B
14 39 H
14 40 T
14 41 T
14 42 B
14 43 T
14 44 N
14 45 N
14 46 N
14 47 N
14 48 H
14 49 N
14 50 T
15 1 N
15 2 T
15 3 H
15 4 T
15 5 N
15 6 T
15 7 H
15 8 N
15 9 T
15 10 T
15 11 N
15 12 H
15 13 T
15 14 H
15 15 H
15 16 N
15 17 N
15 18 H
15 19 N
15 20 H
15 21 N
15 22 N
15 23 H
15 24 N
15 25 N
15 26 T
15 27 T
15 28 N
15 29 N
15 30 N
15 31 N
15 32 N
15 33 B
15 34 N
15 35 T
15 36 H
15 37 T
15 38 H
15 39 H
15 40 N
15 41 H
15 42 N
15 43 B
15 44 N
15 45 H
15 46 N
15 47 H
15 48 T
15 49 T
15 50 N
16 1 N
16 2 N
16 3 N
16 4 N
16 5 N
16 6 H
16 7 N
16 8 N
16 9 N
16 10 T
16 11 T
16 12 T
16 13 T
16 14 N
16 15 T
16 16 T
16 17 N
16 18 T
16 19 T
16 20 H
16 21 B
16 22 B
16 23 H
16 24 H
16 25 N
16 26 B
16 27 H
16 28 N
16 29 N
16 30 N
16 31 T
16 32 B
16 33 N
16 34 N
16 35 H
16 36 N
16 37 T
16 38 T
16 39 N
16 40 H
16 41 N
16 42 T
16 43 N
16 44 N
16 45 B
16 46 N
16 47 N
16 48 N
16 49 N
16 50 N
17 1 B
17 2 N
17 3 N
17 4 N
17 5 N
17 6 H
17 7 H
17 8 N
17 9 H
17 10 N
17 11 N
17 12 B
17 13 H
17 14 N
17 15 N
17 16 H
17 17 N
17 18 B
17 19 N
17 20 N
17 21 N
17 22 N
17 23 N
17 24 H
17 25 N
17 26 N
17 27 T
17 28 N
17 29 N
17 30 T
17 31 N
17 32 N
17 33 N
17 34 N
17 35 H
17 36 N
17 37 N
17 38 T
17 39 H
17 40 N
17 41 H
17 42 N
17 43 N
17 44 N
17 45 N
17 46 N
17 47 H
17 48 N
17 49 N
17 50 N
18 1 T
18 2 N
18 3 H
18 4 H
18 5 H
18 6 H
18 7 H
18 8 N
18 9 T
18 10 N
18 11 N
18 12 B
18 13 N
18 14 B
18 15 B
18 16 H
18 17 H
18 18 N
18 19 N
18 20 B
18 21 N
18 22 B
18 23 H
18 24 H
18 25 N
18 26 N
18 27 N
18 28 H
18 29 H
18 30 N
18 31 T
18 32 N
18 33 N
18 34 N
18 35 B
18 36 N
18 37 N
18 38 N
18 39 B
18 40 N
18 41 N
18 42 N
18 43 B
18 44 H
18 45 N
18 46 H
18 47 N
18 48 H
18 49 B
18 50 H
19 1 H
19 2 N
19 3 N
19 4 N
19 5 N
19 6 H
19 7 T
19 8 H
19 9 N
19 10 N
19 11 N
19 12 B
19 13 N
19 14 N
19 15 N
19 16 H
19 17 N
19 18 H
19 19 H
19 20 H
19 21 N
19 22 N
19 23 H
19 24 T
19 25 N
19 26 H
19 27 T
19 28 N
19 29 N
19 30 N
19 31 N
19 32 B
19 33 N
19 34 N
19 35 H
19 36 T
19 37 N
19 38 B
19 39 B
19 40 T
19 41 T
19 42 H
19 43 N
19 44 N
19 45 N
19 46 N
19 47 N
19 48 N
19 49 B
19 50 T
20 1 N
20 2 N
20 3 N
20 4 H
20 5 H
20 6 N
20 7 H
20 8 B
20 9 T
20 10 N
20 11 B
20 12 N
20 13 N
20 14 T
20 15 N
20 16 H
20 17 B
20 18 H
20 19 N
20 20 N
20 21 H
20 22 T
20 23 H
20 24 T
20 25 N
20 26 N
20 27 N
20 28 T
20 29 N
20 30 T
20 31 N
20 32 H
20 33 B
20 34 T
20 35 N
20 36 H
20 37 N
20 38 H
20 39 T
20 40 T
20 41 N
20 42 N
20 43 B
20 44 B
20 45 N
20 46 N
20 47 H
20 48 H
20 49 N
20 50 H
21 1 H
21 2 H
21 3 T
21 4 B
21 5 T
21 6 N
21 7 N
21 8 N
21 9 B
21 10 T
21 11 H
21 12 N
21 13 N
21 14 N
21 15 N
21 16 N
21 17 H
21 18 N
21 19 N
21 20 N
21 21 N
21 22 N
21 23 N
21 24 N
21 25 H
21 26 N
21 27 N
21 28 N
21 29 T
21 30 H
21 31 N
21 32 H
21 33 N
21 34 T
21 35 B
21 36 N
21 37 N
21 38 N
21 39 T
21 40 B
21 41 N
21 42 H
21 43 N
21 44 B
21 45 N
21 46 N
21 47 T
21 48 N
21 49 T
21 50 N
22 1 N
22 2 H
22 3 N
22 4 B
22 5 H
22 6 H
22 7 N
22 8 T
22 9 N
22 10 N
22 11 N
22 12 N
22 13 N
22 14 N
22 15 H
22 16 N
22 17 T
22 18 T
22 19 N
22 20 B
22 21 T
22 22 B
22 23 N
22 24 T
22 25 N
22 26 T
22 27 H
22 28 N
22 29 T
22 30 H
22 31 H
22 32 N
22 33 B
22 34 N
22 35 N
22 36 T
22 37 H
22 38 N
22 39 N
22 40 T
22 41 N
22 42 T
22 43 B
22 44 T
22 45 N
22 46 N
22 47 H
22 48 H
22 49 N
22 50 N
23 1 T
23 2 N
23 3 N
23 4 N
23 5 N
23 6 N
23 7 B
23 8 N
23 9 T
23 10 T
23 11 N
23 12 T
23 13 H
23 14 T
23 15 N
23 16 N
23 17 H
23 18 N
23 19 N
23 20 T
23 21 T
23 22 N
23 23 H
23 24 B
23 25 T
23 26 H
23 27 T
23 28 T
23 29 B
23 30 H
23 31 N
23 32 H
23 33 N
23 34 N
23 35 T
23 36 T
23 37 H
23 38 H
23 39 T
23 40 N
23 41 H
23 42 H
23 43 N
23 44 N
23 45 B
23 46 H
23 47 H
23 48 N
23 49 N
23 50 H
24 1 N
24 2 N
24 3 B
24 4 N
24 5 N
24 6 T
24 7 N
24 8 H
24 9 N
24 10 H
24 11 H
24 12 T
24 13 T
24 14 T
24 15 B
24 16 H
24 17 T
24 18 T
24 19 H
24 20 N
24 21 N
24 22 N
24 23 H
24 24 T
24 25 N
24 26 N
24 27 N
24 28 N
24 29 N
24 30 N
24 31 T
24 32 N
24 33 T
24 34 T
24 35 T
24 36 N
24 37 N
24 38 T
24 39 H
24 40 T
24 41 N
24 42 H
24 43 H
24 44 N
24 45 N
24 46 B
24 47 T
24 48 N
24 49 T
24 50 N
25 1 B
25 2 H
25 3 H
25 4 H
25 5 T
25 6 N
25 7 T
25 8 N
25 9 B
25 10 T
25 11 H
25 12 B
25 13 N
25 14 T
25 15 T
25 16 H
25 17 N
25 18 N
25 19 T
25 20 N
25 21 N
25 22 N
25 23 B
25 24 H
25 25 T
25 26 T
25 27 N
25 28 T
25 29 T
25 30 N
25 31 T
25 32 N
25 33 N
25 34 T
25 35 B
25 36 T
25 37 N
25 38 T
25 39 N
25 40 N
25 41 N
25 42 T
25 43 N
25 44 N
25 45 H
25 46 N
25 47 H
25 48 H
25 49 B
25 50 N
26 1 H
26 2 T
26 3 T
26 4 N
26 5 N
26 6 B
26 7 N
26 8 N
26 9 N
26 10 N
26 11 N
26 12 T
26 13 N
26 14 N
26 15 N
26 16 B
26 17 H
26 18 N
26 19 B
26 20 H
26 21 N
26 22 T
26 23 T
26 24 T
26 25 B
26 26 H
26 27 H
26 28 N
26 29 H
26 30 N
26 31 H
26 32 T
26 33 N
26 34 N
26 35 N
26 36 N
26 37 B
26 38 N
26 39 H
26 40 N
26 41 B
26 42 T
26 43 N
26 44 H
26 45 B
26 46 T
26 47 B
26 48 N
26 49 H
26 50 T
27 1 N
27 2 T
27 3 B
27 4 H
27 5 N
27 6 T
27 7 B
27 8 H
27 9 H
27 10 N
27 11 N
27 12 H
27 13 B
27 14 N
27 15 N
27 16 N
27 17 N
27 18 H
27 19 N
27 20 N
27 21 N
27 22 N
27 23 N
27 24 N
27 25 T
27 26 N
27 27 N
27 28 H
27 29 T
27 30 N
27 31 B
27 32 H
27 33 N
27 34 H
27 35 N
27 36 N
27 37 T
27 38 N
27 39 T
27 40 H
27 41 T
27 42 N
27 43 H
27 44 N
27 45 N
27 46 N
27 47 B
27 48 N
27 49 N
27 50 H
28 1 N
28 2 H
28 3 N
28 4 T
28 5 H
28 6 N
28 7 N
28 8 H
28 9 N
28 10 N
28 11 T
28 12 H
28 13 T
28 14 T
28 15 H
28 16 N
28 17 B
28 18 T
28 19 H
28 20 N
28 21 N
28 22 N
28 23 N
28 24 N
28 25 N
28 26 T
28 27 N
28 28 T
28 29 T
28 30 N
28 31 T
28 32 N
28 33 N
28 34 N
28 35 N
28 36 T
28 37 N
28 38 T
28 39 N
28 40 N
28 41 N
28 42 N
28 43 N
28 44 N
28 45 N
28 46 H
28 47 T
28 48 N
28 49 N
28 50 N
29 1 N
29 2 N
29 3 N
29 4 N
29 5 N
29 6 N
29 7 N
29 8 H
29 9 H
29 10 B
29 11 T
29 12 N
29 13 H
29 14 T
29 15 H
29 16 N
29 17 N
29 18 N
29 19 H
29 20 N
29 21 T
29 22 H
29 23 N
29 24 H
29 25 N
29 26 N
29 27 N
29 28 N
29 29 T
29 30 N
29 31 N
29 32 T
29 33 N
29 34 T
29 35 H
29 36 N
29 37 T
29 38 H
29 39 T
29 40 T
29 41 T
29 42 N
29 43 N
29 44 N
29 45 H
29 46 N
29 47 N
29 48 T
29 49 N
29 50 N
30 1 H
30 2 H
30 3 N
30 4 N
30 5 N
30 6 T
30 7 B
30 8 H
30 9 H
30 10 N
30 11 N
30 12 T
30 13 T
30 14 B
30 15 H
30 16 N
30 17 H
30 18 N
30 19 T
30 20 B
30 21 N
30 22 H
30 23 T
30 24 N
30 25 N
30 26 B
30 27 N
30 28 B
30 29 B
30 30 T
30 31 N
30 32 N
30 33 B
30 34 T
30 35 T
30 36 N
30 37 T
30 38 H
30 39 N
30 40 N
30 41 N
30 42 N
30 43 N
30 44 T
30 45 B
30 46 N
30 47 N
30 48 H
30 49 N
30 50 N
31 1 H
31 2 N
31 3 N
31 4 N
31 5 T
31 6 T
31 7 N
31 8 H
31 9 H
31 10 T
31 11 T
31 12 N
31 13 B
31 14 T
31 15 N
31 16 N
31 17 N
31 18 B
31 19 B
31 20 H
31 21 H
31 22 T
31 23 N
31 24 N
31 25 H
31 26 N
31 27 N
31 28 N
31 29 N
31 30 T
31 31 N
31 32 B
31 33 B
31 34 T
31 35 T
31 36 H
31 37 H
31 38 H
31 39 N
31 40 T
31 41 H
31 42 H
31 43 N
31 44 N
31 45 N
31 46 B
31 47 B
31 48 N
31 49 B
31 50 H
32 1 B
32 2 N
32 3 T
32 4 N
32 5 T
32 6 H
32 7 H
32 8 B
32 9 N
32 10 T
32 11 N
32 12 N
32 13 N
32 14 N
32 15 H
32 16 N
32 17 H
32 18 T
32 19 N
32 20 N
32 21 T
32 22 N
32 23 T
32 24 H
32 25 T
32 26 N
32 27 H
32 28 T
32 29 T
32 30 T
32 31 H
32 32 N
32 33 H
32 34 T
32 35 N
32 36 N
32 37 H
32 38 T
32 39 B
32 40 N
32 41 N
32 42 N
32 43 N
32 44 N
32 45 N
32 46 N
32 47 N
32 48 H
32 49 H
32 50 N
33 1 N
33 2 B
33 3 T
33 4 T
33 5 T
33 6 H
33 7 T
33 8 N
33 9 T
33 10 N
33 11 B
33 12 H
33 13 N
33 14 H
33 15 N
33 16 N
33 17 N
33 18 H
33 19 N
33 20 N
33 21 H
33 22 B
33 23 H
33 24 T
33 25 H
33 26 B
33 27 N
33 28 N
33 29 T
33 30 N
33 31 B
33 32 T
33 33 H
33 34 B
33 35 H
33 36 H
33 37 B
33 38 H
33 39 N
33 40 H
33 41 B
33 42 N
33 43 N
33 44 N
33 45 N
33 46 H
33 47 H
33 48 T
33 49 T
33 50 T
34 1 N
34 2 T
34 3 H
34 4 N
34 5 N
34 6 H
34 7 N
34 8 T
34 9 N
34 10 N
34 11 T
34 12 N
34 13 H
34 14 H
34 15 T
34 16 N
34 17 N
34 18 T
34 19 N
34 20 N
34 21 N
34 22 H
34 23 H
34 24 N
34 25 H
34 26 N
34 27 N
34 28 N
34 29 T
34 30 N
34 31 N
34 32 B
34 33 N
34 34 H
34 35 N
34 36 T
34 37 B
34 38 T
34 39 H
34 40 B
34 41 N
34 42 T
34 43 N
34 44 H
34 45 T
34 46 T
34 47 N
34 48 N
34 49 N
34 50 H
35 1 T
35 2 N
35 3 N
35 4 N
35 5 H
35 6 N
35 7 N
35 8 T
35 9 N
35 10 T
35 11 N
35 12 B
35 13 B
35 14 N
35 15 H
35 16 B
35 17 T
35 18 T
35 19 T
35 20 N
35 21 H
35 22 T
35 23 H
35 24 N
35 25 H
35 26 N
35 27 T
35 28 H
35 29 N
35 30 N
35 31 T
35 32 T
35 33 N
35 34 N
35 35 T
35 36 T
35 37 H
35 38 H
35 39 N
35 40 N
35 41 N
35 42 T
35 43 H
35 44 T
35 45 N
35 46 N
35 47 H
35 48 N
35 49 N
35 50 N
36 1 N
36 2 N
36 3 H
36 4 N
36 5 T
36 6 N
36 7 H
36 8 N
36 9 N
36 10 H
36 11 T
36 12 N
36 13 N
36 14 T
36 15 T
36 16 H
36 17 T
36 18 H
36 19 T
36 20 N
36 21 N
36 22 T
36 23 H
36 24 N
36 25 N
36 26 N
36 27 T
36 28 B
36 29 H
36 30 T
36 31 N
36 32 N
36 33 B
36 34 T
36 35 T
36 36 H
36 37 N
36 38 T
36 39 N
36 40 N
36 41 N
36 42 N
36 43 N
36 44 N
36 45 T
36 46 N
36 47 H
36 48 B
36 49 H
36 50 N
37 1 N
37 2 B
37 3 B
37 4 H
37 5 B
37 6 H
37 7 N
37 8 H
37 9 H
37 10 H
37 11 N
37 12 H
37 13 N
37 14 H
37 15 B
37 16 N
37 17 N
37 18 H
37 19 N
37 20 H
37 21 B
37 22 N
37 23 B
37 24 H
37 25 H
37 26 N
37 27 N
37 28 B
37 29 N
37 30 N
37 31 T
37 32 N
37 33 H
37 34 N
37 35 N
37 36 N
37 37 N
37 38 N
37 39 H
37 40 T
37 41 H
37 42 T
37 43 B
37 44 N
37 45 N
37 46 H
37 47 T
37 48 N
37 49 N
37 50 N
38 1 N
38 2 T
38 3 N
38 4 N
38 5 N
38 6 N
38 7 T
38 8 N
38 9 T
38 10 N
38 11 T
38 12 H
38 13 N
38 14 T
38 15 H
38 16 N
38 17 N
38 18 N
38 19 N
38 20 B
38 21 T
38 22 H
38 23 B
38 24 B
38 25 N
38 26 B
38 27 T
38 28 H
38 29 T
38 30 N
38 31 N
38 32 N
38 33 N
38 34 N
38 35 N
38 36 B
38 37 N
38 38 N
38 39 N
38 40 N
38 41 N
38 42 H
38 43 N
38 44 N
38 45 T
38 46 N
38 47 T
38 48 H
38 49 T
38 50 N
39 1 N
39 2 T
39 3 B
39 4 T
39 5 N
39 6 N
39 7 N
39 8 H
39 9 N
39 10 B
39 11 N
39 12 N
39 13 N
39 14 H
39 15 N
39 16 N
39 17 H
39 18 N
39 19 N
39 20 N
39 21 N
39 22 T
39 23 B
39 24 N
39 25 H
39 26 B
39 27 N
39 28 N
39 29 N
39 30 H
39 31 H
39 32 N
39 33 B
39 34 H
39 35 T
39 36 N
39 37 N
39 38 N
39 39 T
39 40 H
39 41 N
39 42 H
39 43 H
39 44 H
39 45 N
39 46 N
39 47 B
39 48 N
39 49 N
39 50 H
40 1 B
40 2 H
40 3 H
40 4 N
40 5 B
40 6 T
40 7 N
40 8 N
40 9 B
40 10 N
40 11 H
40 12 T
40 13 N
40 14 N
40 15 T
40 16 N
40 17 B
40 18 T
40 19 T
40 20 T
40 21 N
40 22 N
40 23 H
40 24 N
40 25 N
40 26 T
40 27 T
40 28 N
40 29 N
40 30 H
40 31 N
40 32 N
40 33 N
40 34 H
40 35 N
40 36 H
40 37 B
40 38 N
40 39 N
40 40 H
40 41 N
40 42 T
40 43 T
40 44 N
40 45 H
40 46 N
40 47 T
40 48 N
40 49 T
40 50 N
41 1 N
41 2 N
41 3 N
41 4 H
41 5 N
41 6 H
41 7 T
41 8 B
41 9 B
41 10 N
41 11 N
41 12 T
41 13 T
41 14 H
41 15 N
41 16 N
41 17 N
41 18 N
41 19 N
41 20 T
41 21 N
41 22 N
41 23 H
41 24 B
41 25 B
41 26 N
41 27 N
41 28 N
41 29 N
41 30 N
41 31 H
41 32 N
41 33 N
41 34 N
41 35 N
41 36 N
41 37 N
41 38 N
41 39 T
41 40 T
41 41 N
41 42 H
41 43 N
41 44 H
41 45 T
41 46 N
41 47 T
41 48 T
41 49 N
41 50 T
42 1 N
42 2 B
42 3 B
42 4 B
42 5 N
42 6 T
42 7 N
42 8 N
42 9 B
42 10 N
42 11 N
42 12 H
42 13 N
42 14 B
42 15 H
42 16 T
42 17 B
42 18 N
42 19 H
42 20 H
42 21 N
42 22 N
42 23 T
42 24 H
42 25 H
42 26 T
42 27 N
42 28 N
42 29 N
42 30 B
42 31 T
42 32 T
42 33 B
42 34 T
42 35 N
42 36 N
42 37 N
42 38 T
42 39 H
42 40 H
42 41 N
42 42 N
42 43 N
42 44 B
42 45 N
42 46 T
42 47 H
42 48 H
42 49 N
42 50 N
43 1 N
43 2 B
43 3 N
43 4 H
43 5 N
43 6 T
43 7 N
43 8 T
43 9 T
43 10 N
43 11 N
43 12 T
43 13 N
43 14 B
43 15 N
43 16 T
43 17 N
43 18 N
43 19 N
43 20 N
43 21 T
43 22 N
43 23 T
43 24 N
43 25 N
43 26 N
43 27 H
43 28 N
43 29 N
43 30 H
43 31 N
43 32 H
43 33 N
43 34 B
43 35 N
43 36 N
43 37 N
43 38 N
43 39 N
43 40 N
43 41 N
43 42 N
43 43 N
43 44 N
43 45 N
43 46 N
43 47 H
43 48 B
43 49 H
43 50 H
44 1 T
44 2 T
44 3 T
44 4 N
44 5 B
44 6 B
44 7 N
44 8 H
44 9 B
44 10 B
44 11 N
44 12 H
44 13 T
44 14 H
44 15 H
44 16 T
44 17 N
44 18 N
44 19 T
44 20 T
44 21 N
44 22 N
44 23 N
44 24 N
44 25 H
44 26 N
44 27 N
44 28 N
44 29 N
44 30 N
44 31 H
44 32 T
44 33 N
44 34 H
44 35 N
44 36 N
44 37 N
44 38 T
44 39 T
44 40 T
44 41 T
44 42 N
44 43 H
44 44 N
44 45 N
44 46 T
44 47 N
44 48 N
44 49 T
44 50 H
45 1 T
45 2 N
45 3 N
45 4 T
45 5 N
45 6 N
45 7 N
45 8 T
45 9 N
45 10 T
45 11 B
45 12 N
45 13 N
45 14 N
45 15 N
45 16 N
45 17 N
45 18 H
45 19 N
45 20 T
45 21 H
45 22 N
45 23 T
45 24 T
45 25 T
45 26 T
45 27 H
45 28 N
45 29 N
45 30 H
45 31 N
45 32 N
45 33 T
45 34 N
45 35 H
45 36 H
45 37 T
45 38 B
45 39 T
45 40 N
45 41 N
45 42 N
45 43 B
45 44 T
45 45 N
45 46 N
45 47 B
45 48 N
45 49 N
45 50 B
46 1 H
46 2 H
46 3 N
46 4 H
46 5 N
46 6 N
46 7 N
46 8 N
46 9 T
46 10 N
46 11 N
46 12 N
46 13 N
46 14 N
46 15 N
46 16 T
46 17 H
46 18 N
46 19 N
46 20 T
46 21 H
46 22 N
46 23 N
46 24 B
46 25 H
46 26 N
46 27 N
46 28 N
46 29 N
46 30 N
46 31 N
46 32 N
46 33 B
46 34 T
46 35 H
46 36 T
46 37 T
46 38 T
46 39 N
46 40 T
46 41 T
46 42 B
46 43 N
46 44 N
46 45 N
46 46 H
46 47 B
46 48 H
46 49 N
46 50 N
47 1 B
47 2 N
47 3 T
47 4 H
47 5 N
47 6 H
47 7 H
47 8 N
47 9 H
47 10 N
47 11 N
47 12 H
47 13 N
47 14 N
47 15 T
47 16 N
47 17 B
47 18 H
47 19 T
47 20 T
47 21 N
47 22 H
47 23 H
47 24 T
47 25 N
47 26 N
47 27 T
47 28 N
47 29 N
47 30 H
47 31 N
47 32 H
