100 50
73 33
18 15 N
18 16 H
18 17 N
18 18 N
18 19 N
18 20 H
18 21 N
18 22 N
18 23 N
18 24 H
18 25 H
18 26 N
18 27 N
18 28 B
18 29 B
18 30 N
18 31 H
18 32 N
18 33 N
18 34 B
18 35 H
18 36 B
18 37 T
18 38 N
18 39 T
18 40 H
18 41 H
18 42 N
18 43 T
18 44 T
18 45 N
18 46 H
18 47 N
18 48 H
18 49 N
18 50 H
19 1 N
19 2 N
19 3 N
19 4 N
19 5 N
19 6 H
19 7 N
19 8 H
19 9 N
19 10 H
19 11 B
19 12 N
19 13 T
19 14 N
19 15 N
19 16 H
19 17 N
19 18 N
19 19 H
19 20 N
19 21 N
19 22 N
19 23 H
19 24 T
19 25 N
19 26 T
19 27 T
19 28 H
19 29 H
19 30 N
19 31 N
19 32 T
19 33 N
19 34 T
19 35 N
19 36 N
19 37 N
19 38 T
19 39 N
19 40 H
19 41 N
19 42 H
19 43 H
19 44 N
19 45 N
19 46 N
19 47 N
19 48 N
19 49 T
19 50 N
20 1 N
20 2 T
20 3 N
20 4 N
20 5 H
20 6 N
20 7 B
20 8 T
20 9 B
20 10 H
20 11 T
20 12 N
20 13 T
20 14 N
20 15 N
20 16 T
20 17 N
20 18 T
20 19 N
20 20 N
20 21 H
20 22 N
20 23 H
20 24 H
20 25 N
20 26 N
20 27 N
20 28 T
20 29 N
20 30 T
20 31 H
20 32 B
20 33 N
20 34 N
20 35 N
20 36 N
20 37 N
20 38 T
20 39 N
20 40 H
20 41 H
20 42 T
20 43 H
20 44 N
20 45 B
20 46 H
20 47 N
20 48 B
20 49 T
20 50 T
21 1 N
21 2 N
21 3 N
21 4 B
21 5 H
21 6 N
21 7 N
21 8 H
21 9 T
21 10 N
21 11 H
21 12 T
21 13 H
21 14 N
21 15 N
21 16 H
21 17 T
21 18 N
21 19 N
21 20 N
21 21 N
21 22 N
21 23 B
21 24 N
21 25 B
21 26 H
21 27 B
21 28 H
21 29 N
21 30 T
21 31 B
21 32 N
21 33 B
21 34 N
21 35 H
21 36 N
21 37 N
21 38 N
21 39 H
21 40 N
21 41 N
21 42 H
21 43 B
21 44 N
21 45 B
21 46 N
21 47 B
21 48 H
21 49 N
21 50 B
22 1 N
22 2 B
22 3 H
22 4 T
22 5 N
22 6 N
22 7 N
22 8 N
22 9 N
22 10 H
22 11 N
22 12 N
22 13 B
22 14 H
22 15 B
22 16 N
22 17 N
22 18 N
22 19 N
22 20 N
22 21 T
22 22 T
22 23 N
22 24 T
22 25 T
22 26 N
22 27 T
22 28 T
22 29 B
22 30 H
22 31 T
22 32 T
22 33 H
22 34 H
22 35 N
22 36 N
22 37 T
22 38 T
22 39 T
22 40 H
22 41 H
22 42 N
22 43 N
22 44 N
22 45 N
22 46 N
22 47 N
22 48 B
22 49 N
22 50 N
23 1 T
23 2 H
23 3 B
23 4 N
23 5 N
23 6 N
23 7 N
23 8 T
23 9 T
23 10 N
23 11 N
23 12 B
23 13 H
23 14 T
23 15 N
23 16 N
23 17 N
23 18 B
23 19 H
23 20 N
23 21 N
23 22 N
23 23 H
23 24 B
23 25 H
23 26 B
23 27 N
23 28 N
23 29 N
23 30 N
23 31 N
23 32 N
23 33 N
23 34 N
23 35 N
23 36 N
23 37 N
23 38 N
23 39 H
23 40 N
23 41 H
23 42 N
23 43 N
23 44 N
23 45 N
23 46 T
23 47 H
23 48 N
23 49 B
23 50 N
24 1 T
24 2 H
24 3 H
24 4 B
24 5 N
24 6 T
24 7 H
24 8 T
24 9 N
24 10 N
24 11 N
24 12 N
24 13 H
24 14 T
24 15 N
24 16 H
24 17 T
24 18 N
24 19 B
24 20 T
24 21 H
24 22 N
24 23 T
24 24 H
24 25 N
24 26 N
24 27 H
24 28 T
24 29 N
24 30 N
24 31 N
24 32 T
24 33 B
24 34 T
24 35 N
24 36 N
24 37 N
24 38 N
24 39 N
24 40 N
24 41 H
24 42 H
24 43 H
24 44 T
24 45 N
24 46 N
24 47 N
24 48 N
24 49 T
24 50 H
25 1 T
25 2 T
25 3 N
25 4 H
25 5 N
25 6 H
25 7 N
25 8 H
25 9 H
25 10 B
25 11 N
25 12 N
25 13 T
25 14 T
25 15 H
25 16 B
25 17 T
25 18 N
25 19 N
25 20 N
25 21 N
25 22 T
25 23 N
25 24 B
25 25 T
25 26 N
25 27 H
25 28 N
25 29 T
25 30 H
25 31 B
25 32 H
25 33 N
25 34 N
25 35 T
25 36 B
25 37 N
25 38 T
25 39 H
25 40 B
25 41 N
25 42 N
25 43 B
25 44 N
25 45 N
25 46 N
25 47 B
25 48 N
25 49 H
25 50 T
26 1 T
26 2 B
26 3 N
26 4 N
26 5 T
26 6 N
26 7 N
26 8 N
26 9 T
26 10 N
26 11 N
26 12 H
26 13 N
26 14 N
26 15 N
26 16 T
26 17 N
26 18 T
26 19 N
26 20 B
26 21 N
26 22 N
26 23 N
26 24 H
26 25 H
26 26 T
26 27 H
26 28 N
26 29 N
26 30 N
26 31 N
26 32 N
26 33 B
26 34 N
26 35 B
26 36 N
26 37 N
26 38 N
26 39 N
26 40 N
26 41 H
26 42 N
26 43 N
26 44 N
26 45 N
26 46 T
26 47 N
26 48 H
26 49 N
26 50 N
27 1 T
27 2 N
27 3 N
27 4 B
27 5 H
27 6 H
27 7 T
27 8 N
27 9 T
27 10 H
27 11 N
27 12 N
27 13 H
27 14 N
27 15 T
27 16 H
27 17 N
27 18 N
27 19 T
27 20 N
27 21 T
27 22 N
27 23 T
27 24 N
27 25 N
27 26 H
27 27 N
27 28 N
27 29 T
27 30 T
27 31 T
27 32 N
27 33 N
27 34 H
27 35 N
27 36 N
27 37 N
27 38 N
27 39 T
27 40 T
27 41 N
27 42 T
27 43 N
27 44 T
27 45 N
27 46 N
27 47 N
27 48 N
27 49 B
27 50 N
28 1 N
28 2 N
28 3 N
28 4 H
28 5 N
28 6 N
28 7 N
28 8 N
28 9 N
28 10 H
28 11 H
28 12 N
28 13 N
28 14 B
28 15 B
28 16 N
28 17 B
28 18 T
28 19 N
28 20 B
28 21 H
28 22 H
28 23 N
28 24 B
28 25 H
28 26 H
28 27 H
28 28 N
28 29 B
28 30 N
28 31 H
28 32 H
28 33 N
28 34 H
28 35 N
28 36 H
28 37 N
28 38 H
28 39 N
28 40 N
28 41 H
28 42 B
28 43 N
28 44 N
28 45 H
28 46 N
28 47 N
28 48 H
28 49 N
28 50 N
29 1 N
29 2 N
29 3 N
29 4 N
29 5 N
29 6 H
29 7 B
29 8 N
29 9 H
29 10 N
29 11 N
29 12 N
29 13 N
29 14 H
29 15 B
29 16 N
29 17 T
29 18 N
29 19 T
29 20 H
29 21 H
29 22 T
29 23 H
29 24 T
29 25 N
29 26 H
29 27 H
29 28 B
29 29 B
29 30 H
29 31 N
29 32 N
29 33 T
29 34 N
29 35 N
29 36 H
29 37 B
29 38 B
29 39 N
29 40 B
29 41 N
29 42 N
29 43 H
29 44 N
29 45 H
29 46 N
29 47 N
29 48 B
29 49 B
29 50 N
30 1 T
30 2 H
30 3 N
30 4 B
30 5 N
30 6 H
30 7 N
30 8 N
30 9 N
30 10 N
30 11 B
30 12 N
30 13 N
30 14 N
30 15 N
30 16 N
30 17 N
30 18 B
30 19 N
30 20 N
30 21 B
30 22 T
30 23 B
30 24 T
30 25 H
30 26 B
30 27 N
30 28 N
30 29 H
30 30 H
30 31 T
30 32 H
30 33 N
30 34 N
30 35 H
30 36 H
30 37 T
30 38 N
30 39 N
30 40 N
30 41 N
30 42 H
30 43 N
30 44 T
30 45 H
30 46 N
30 47 N
30 48 T
30 49 N
30 50 B
31 1 T
31 2 N
31 3 N
31 4 N
31 5 N
31 6 T
31 7 H
31 8 H
31 9 N
31 10 H
31 11 H
31 12 H
31 13 H
31 14 N
31 15 N
31 16 H
31 17 T
31 18 N
31 19 N
31 20 T
31 21 T
31 22 B
31 23 N
31 24 T
31 25 B
31 26 T
31 27 T
31 28 N
31 29 N
31 30 N
31 31 N
31 32 N
31 33 B
31 34 N
31 35 T
31 36 T
31 37 N
31 38 N
31 39 N
31 40 T
31 41 T
31 42 N
31 43 N
31 44 N
31 45 N
31 46 N
31 47 T
31 48 N
31 49 B
31 50 T
32 1 N
32 2 B
32 3 N
32 4 N
32 5 N
32 6 H
32 7 N
32 8 N
32 9 T
32 10 N
32 11 N
32 12 N
32 13 H
32 14 H
32 15 N
32 16 H
32 17 N
32 18 N
32 19 N
32 20 N
32 21 H
32 22 N
32 23 H
32 24 H
32 25 N
32 26 T
32 27 N
32 28 N
32 29 T
32 30 N
32 31 N
32 32 N
32 33 H
32 34 N
32 35 T
32 36 B
32 37 B
32 38 N
32 39 T
32 40 N
32 41 N
32 42 T
32 43 B
32 44 N
32 45 N
32 46 B
32 47 B
32 48 N
32 49 H
32 50 T
33 1 N
33 2 H
33 3 N
33 4 T
33 5 N
33 6 H
33 7 T
33 8 N
33 9 T
33 10 N
33 11 B
33 12 N
33 13 B
33 14 H
33 15 H
33 16 N
33 17 H
33 18 T
33 19 N
33 20 B
33 21 N
33 22 N
33 23 H
33 24 N
33 25 T
33 26 N
33 27 T
33 28 N
33 29 T
33 30 N
33 31 T
33 32 B
33 33 N
33 34 T
33 35 H
33 36 N
33 37 N
33 38 B
33 39 T
33 40 T
33 41 H
33 42 N
33 43 N
33 44 H
33 45 N
33 46 N
33 47 N
33 48 N
33 49 N
33 50 H
34 1 N
34 2 N
34 3 T
34 4 N
34 5 N
34 6 N
34 7 B
34 8 N
34 9 N
34 10 H
34 11 N
34 12 H
34 13 N
34 14 H
34 15 N
34 16 H
34 17 N
34 18 N
34 19 T
34 20 H
34 21 N
34 22 N
34 23 T
34 24 N
34 25 B
34 26 N
34 27 N
34 28 T
34 29 H
34 30 H
34 31 N
34 32 N
34 33 N
34 34 T
34 35 B
34 36 T
34 37 H
34 38 H
34 39 T
34 40 H
34 41 T
34 42 N
34 43 N
34 44 H
34 45 N
34 46 N
34 47 B
34 48 N
34 49 N
34 50 N
35 1 B
35 2 N
35 3 T
35 4 N
35 5 N
35 6 N
35 7 H
35 8 N
35 9 N
35 10 T
35 11 N
35 12 B
35 13 N
35 14 N
35 15 T
35 16 N
35 17 N
35 18 T
35 19 H
35 20 N
35 21 N
35 22 B
35 23 N
35 24 T
35 25 H
35 26 N
35 27 N
35 28 T
35 29 N
35 30 N
35 31 H
35 32 N
35 33 H
35 34 T
35 35 N
35 36 H
35 37 T
35 38 N
35 39 T
35 40 N
35 41 N
35 42 T
35 43 N
35 44 H
35 45 N
35 46 N
35 47 B
35 48 N
35 49 T
35 50 B
36 1 H
36 2 N
36 3 N
36 4 H
36 5 N
36 6 N
36 7 N
36 8 N
36 9 N
36 10 B
36 11 H
36 12 T
36 13 N
36 14 T
36 15 N
36 16 N
36 17 T
36 18 N
36 19 N
36 20 H
36 21 B
36 22 N
36 23 N
36 24 T
36 25 B
36 26 B
36 27 N
36 28 H
36 29 N
36 30 B
36 31 N
36 32 B
36 33 H
36 34 N
36 35 N
36 36 T
36 37 H
36 38 H
36 39 N
36 40 N
36 41 N
36 42 N
36 43 H
36 44 H
36 45 N
36 46 N
36 47 B
36 48 H
36 49 N
36 50 T
37 1 N
37 2 H
37 3 B
37 4 T
37 5 T
37 6 T
37 7 H
37 8 N
37 9 H
37 10 N
37 11 N
37 12 T
37 13 H
37 14 N
37 15 H
37 16 T
37 17 H
37 18 N
37 19 H
37 20 N
37 21 H
37 22 T
37 23 H
37 24 N
37 25 T
37 26 B
37 27 T
37 28 N
37 29 T
37 30 N
37 31 H
37 32 N
37 33 T
37 34 N
37 35 T
37 36 N
37 37 B
37 38 T
37 39 N
37 40 T
37 41 T
37 42 N
37 43 N
37 44 H
37 45 T
37 46 N
37 47 N
37 48 N
37 49 N
37 50 N
38 1 H
38 2 H
38 3 N
38 4 H
38 5 H
38 6 N
38 7 H
38 8 N
38 9 H
38 10 N
38 11 N
38 12 T
38 13 T
38 14 N
38 15 T
38 16 N
38 17 T
38 18 N
38 19 N
38 20 N
38 21 N
38 22 T
38 23 B
38 24 N
38 25 T
38 26 H
38 27 B
38 28 T
38 29 T
38 30 N
38 31 N
38 32 H
38 33 H
38 34 H
38 35 H
38 36 B
38 37 N
38 38 H
38 39 H
38 40 N
38 41 B
38 42 B
38 43 N
38 44 B
38 45 H
38 46 N
38 47 H
38 48 N
38 49 H
38 50 B
39 1 B
39 2 N
39 3 T
39 4 H
39 5 T
39 6 N
39 7 N
39 8 N
39 9 T
39 10 B
39 11 N
39 12 N
39 13 N
39 14 H
39 15 N
39 16 T
39 17 B
39 18 N
39 19 T
39 20 N
39 21 T
39 22 H
39 23 H
39 24 N
39 25 H
39 26 B
39 27 H
39 28 H
39 29 N
39 30 N
39 31 N
39 32 H
39 33 T
39 34 N
39 35 N
39 36 B
39 37 T
39 38 H
39 39 N
39 40 H
39 41 T
39 42 N
39 43 T
39 44 N
39 45 H
39 46 T
39 47 H
39 48 N
39 49 N
39 50 N
40 1 H
40 2 N
40 3 N
40 4 N
40 5 N
40 6 N
40 7 N
40 8 T
40 9 H
40 10 N
40 11 H
40 12 N
40 13 N
40 14 H
40 15 H
40 16 N
40 17 H
40 18 N
40 19 H
40 20 B
40 21 T
40 22 N
40 23 H
40 24 T
40 25 B
40 26 N
40 27 N
40 28 N
40 29 H
40 30 N
40 31 T
40 32 H
40 33 N
40 34 T
40 35 N
40 36 T
40 37 H
40 38 N
40 39 N
40 40 N
40 41 N
40 42 N
40 43 T
40 44 N
40 45 N
40 46 B
40 47 B
40 48 T
40 49 H
40 50 N
41 1 N
41 2 B
41 3 T
41 4 T
41 5 H
41 6 H
41 7 B
41 8 N
41 9 N
41 10 N
41 11 N
41 12 N
41 13 N
41 14 H
41 15 N
41 16 N
41 17 N
41 18 N
41 19 N
41 20 N
41 21 N
41 22 N
41 23 N
41 24 N
41 25 N
41 26 T
41 27 N
41 28 N
41 29 T
41 30 N
41 31 T
41 32 N
41 33 N
41 34 T
41 35 N
41 36 N
41 37 B
41 38 T
41 39 N
41 40 N
41 41 T
41 42 N
41 43 H
41 44 N
41 45 N
41 46 B
41 47 N
41 48 N
41 49 N
41 50 B
42 1 N
42 2 N
42 3 T
42 4 T
42 5 N
42 6 H
42 7 N
42 8 N
42 9 B
42 10 N
42 11 N
42 12 N
42 13 N
42 14 N
42 15 H
42 16 T
42 17 T
42 18 T
42 19 H
42 20 H
42 21 T
42 22 H
42 23 T
42 24 T
42 25 H
42 26 H
42 27 N
42 28 T
42 29 T
42 30 B
42 31 N
42 32 N
42 33 H
42 34 N
42 35 T
42 36 B
42 37 N
42 38 B
42 39 H
42 40 N
42 41 T
42 42 B
42 43 T
42 44 N
42 45 N
42 46 N
42 47 B
42 48 N
42 49 T
42 50 N
43 1 N
43 2 N
43 3 N
43 4 T
43 5 N
43 6 B
43 7 N
43 8 B
43 9 N
43 10 B
43 11 T
43 12 T
43 13 B
43 14 H
43 15 N
43 16 N
43 17 N
43 18 B
43 19 N
43 20 T
43 21 N
43 22 T
43 23 H
43 24 N
43 25 N
43 26 H
43 27 B
43 28 N
43 29 T
43 30 H
43 31 T
43 32 N
43 33 H
43 34 H
43 35 N
43 36 N
43 37 N
43 38 N
43 39 N
43 40 N
43 41 N
43 42 N
43 43 N
43 44 T
43 45 N
43 46 N
43 47 N
43 48 B
43 49 T
43 50 H
44 1 T
44 2 N
44 3 N
44 4 N
44 5 N
44 6 N
44 7 N
44 8 N
44 9 B
44 10 H
44 11 N
44 12 B
44 13 B
44 14 T
44 15 T
44 16 N
44 17 N
44 18 T
44 19 B
44 20 N
44 21 N
44 22 N
44 23 N
44 24 N
44 25 H
44 26 N
44 27 N
44 28 N
44 29 B
44 30 H
44 31 B
44 32 N
44 33 T
44 34 H
44 35 T
44 36 T
44 37 B
44 38 N
44 39 N
44 40 N
44 41 N
44 42 T
44 43 T
44 44 N
44 45 T
44 46 N
44 47 N
44 48 N
44 49 N
44 50 B
45 1 H
45 2 N
45 3 N
45 4 N
45 5 N
45 6 N
45 7 B
45 8 N
45 9 H
45 10 B
45 11 T
45 12 H
45 13 N
45 14 N
45 15 B
45 16 H
45 17 N
45 18 N
45 19 N
45 20 T
45 21 H
45 22 N
45 23 B
45 24 T
45 25 N
45 26 H
45 27 N
45 28 N
45 29 T
45 30 N
45 31 N
45 32 T
45 33 N
45 34 N
45 35 B
45 36 H
45 37 T
45 38 N
45 39 T
45 40 H
45 41 T
45 42 N
45 43 H
45 44 H
45 45 B
45 46 N
45 47 N
45 48 N
45 49 H
45 50 N
46 1 N
46 2 B
46 3 T
46 4 N
46 5 B
46 6 N
46 7 H
46 8 B
46 9 N
46 10 T
46 11 T
46 12 H
46 13 H
46 14 N
46 15 H
46 16 T
46 17 N
46 18 N
46 19 N
46 20 B
46 21 T
46 22 T
46 23 N
46 24 T
46 25 H
46 26 N
46 27 H
46 28 N
46 29 N
46 30 T
46 31 T
46 32 T
46 33 N
46 34 B
46 35 N
46 36 H
46 37 H
46 38 N
46 39 T
46 40 N
46 41 N
46 42 H
46 43 N
46 44 T
46 45 N
46 46 N
46 47 N
46 48 N
46 49 N
46 50 N
47 1 B
47 2 N
47 3 T
47 4 B
47 5 N
47 6 H
47 7 H
47 8 N
47 9 N
47 10 H
47 11 N
47 12 N
47 13 N
47 14 H
47 15 T
47 16 N
47 17 N
47 18 N
47 19 N
47 20 B
47 21 B
47 22 N
47 23 B
47 24 B
47 25 N
47 26 N
47 27 T
47 28 T
47 29 T
47 30 H
