100 50
5 32 N
5 33 N
5 34 H
5 35 H
5 36 B
5 37 H
5 38 N
5 39 H
5 40 N
5 41 H
5 42 H
5 43 T
5 44 B
5 45 T
5 46 H
5 47 B
5 48 H
5 49 N
5 50 H
6 1 T
6 2 H
6 3 H
6 4 N
6 5 T
6 6 N
6 7 N
6 8 N
6 9 N
6 10 H
6 11 H
6 12 N
6 13 N
6 14 N
6 15 N
6 16 H
6 17 N
6 18 H
6 19 H
6 20 N
6 21 H
6 22 T
6 23 H
6 24 N
6 25 H
6 26 B
6 27 H
6 28 N
6 29 N
6 30 H
6 31 N
6 32 N
6 33 T
6 34 N
6 35 N
6 36 H
6 37 N
6 38 H
6 39 H
6 40 T
6 41 N
6 42 N
6 43 N
6 44 T
6 45 H
6 46 H
6 47 T
6 48 H
6 49 N
6 50 N
7 1 N
7 2 T
7 3 N
7 4 N
7 5 N
7 6 B
7 7 N
7 8 H
7 9 T
7 10 T
7 11 T
7 12 H
7 13 H
7 14 T
7 15 N
7 16 H
7 17 N
7 18 N
7 19 H
7 20 N
7 21 N
7 22 H
7 23 N
7 24 T
7 25 N
7 26 H
7 27 N
7 28 N
7 29 T
7 30 T
7 31 H
7 32 N
7 33 N
7 34 N
7 35 N
7 36 N
7 37 N
7 38 H
7 39 T
7 40 N
7 41 N
7 42 N
7 43 H
7 44 H
7 45 N
7 46 N
7 47 H
7 48 N
7 49 H
7 50 H
8 1 N
8 2 H
8 3 N
8 4 T
8 5 N
8 6 H
8 7 N
8 8 T
8 9 N
8 10 N
8 11 T
8 12 B
8 13 N
8 14 N
8 15 N
8 16 N
8 17 N
8 18 T
8 19 N
8 20 H
8 21 T
8 22 N
8 23 N
8 24 N
8 25 H
8 26 T
8 27 T
8 28 H
8 29 N
8 30 N
8 31 H
8 32 N
8 33 N
8 34 B
8 35 N
8 36 T
8 37 N
8 38 N
8 39 B
8 40 N
8 41 H
8 42 N
8 43 N
8 44 B
8 45 T
8 46 N
8 47 N
8 48 N
8 49 T
8 50 H
9 1 T
9 2 H
9 3 T
9 4 N
9 5 B
9 6 N
9 7 N
9 8 T
9 9 N
9 10 H
9 11 N
9 12 N
9 13 T
9 14 H
9 15 N
9 16 N
9 17 N
9 18 N
9 19 N
9 20 N
9 21 H
9 22 T
9 23 H
9 24 N
9 25 N
9 26 H
9 27 N
9 28 T
9 29 H
9 30 N
9 31 H
9 32 H
9 33 N
9 34 N
9 35 N
9 36 N
9 37 H
9 38 N
9 39 H
9 40 B
9 41 T
9 42 N
9 43 T
9 44 N
9 45 H
9 46 N
9 47 T
9 48 N
9 49 H
9 50 H
10 1 N
10 2 T
10 3 B
10 4 N
10 5 N
10 6 B
10 7 B
10 8 H
10 9 T
10 10 N
10 11 B
10 12 N
10 13 H
10 14 N
10 15 H
10 16 N
10 17 N
10 18 N
10 19 N
10 20 N
10 21 T
10 22 H
10 23 H
10 24 N
10 25 T
10 26 N
10 27 B
10 28 N
10 29 N
10 30 N
10 31 N
10 32 N
10 33 B
10 34 N
10 35 B
10 36 H
10 37 N
10 38 N
10 39 T
10 40 H
10 41 H
10 42 T
10 43 N
10 44 T
10 45 N
10 46 N
10 47 H
10 48 N
10 49 N
10 50 N
11 1 N
11 2 H
11 3 H
11 4 T
11 5 N
11 6 T
11 7 B
11 8 B
11 9 N
11 10 N
11 11 N
11 12 H
11 13 N
11 14 T
11 15 N
11 16 N
11 17 N
11 18 N
11 19 N
11 20 N
11 21 N
11 22 N
11 23 N
11 24 T
11 25 N
11 26 H
11 27 H
11 28 N
11 29 N
11 30 H
11 31 N
11 32 N
11 33 N
11 34 N
11 35 N
11 36 B
11 37 T
11 38 H
11 39 N
11 40 N
11 41 T
11 42 B
11 43 N
11 44 H
11 45 T
11 46 N
11 47 N
11 48 N
11 49 H
11 50 N
12 1 H
12 2 N
12 3 H
12 4 H
12 5 T
12 6 N
12 7 T
12 8 N
12 9 H
12 10 B
12 11 H
12 12 N
12 13 N
12 14 T
12 15 H
12 16 N
12 17 T
12 18 N
12 19 H
12 20 B
12 21 N
12 22 H
12 23 N
12 24 B
12 25 N
12 26 N
12 27 B
12 28 T
12 29 N
12 30 N
12 31 T
12 32 N
12 33 N
12 34 H
12 35 N
12 36 B
12 37 N
12 38 N
12 39 H
12 40 H
12 41 N
12 42 T
12 43 T
12 44 N
12 45 N
12 46 B
12 47 N
12 48 N
12 49 B
12 50 T
13 1 T
13 2 N
13 3 N
13 4 H
13 5 N
13 6 T
13 7 N
13 8 N
13 9 N
13 10 H
13 11 N
13 12 N
13 13 N
13 14 T
13 15 N
13 16 N
13 17 H
13 18 N
13 19 H
13 20 H
13 21 N
13 22 H
13 23 N
13 24 N
13 25 N
13 26 B
13 27 H
13 28 N
13 29 T
13 30 N
13 31 B
13 32 B
13 33 N
13 34 N
13 35 T
13 36 T
13 37 N
13 38 H
13 39 N
13 40 T
13 41 N
13 42 N
13 43 N
13 44 H
13 45 N
13 46 T
13 47 H
13 48 N
13 49 T
13 50 N
14 1 N
14 2 N
14 3 N
14 4 H
14 5 N
14 6 H
14 7 N
14 8 N
14 9 N
14 10 N
14 11 N
14 12 T
14 13 T
14 14 N
14 15 T
14 16 H
14 17 N
14 18 H
14 19 T
14 20 N
14 21 H
14 22 H
14 23 N
14 24 H
14 25 T
14 26 N
14 27 T
14 28 B
14 29 T
14 30 B
14 31 B
14 32 T
14 33 N
14 34 N
14 35 N
14 36 H
14 37 N
14 38 N
14 39 H
14 40 N
14 41 H
14 42 N
14 43 N
14 44 N
14 45 H
14 46 B
14 47 N
14 48 T
14 49 H
14 50 B
15 1 H
15 2 N
15 3 T
15 4 N
15 5 H
15 6 N
15 7 H
15 8 T
15 9 B
15 10 H
15 11 N
15 12 T
15 13 T
15 14 T
15 15 N
15 16 N
15 17 N
15 18 T
15 19 N
15 20 N
15 21 T
15 22 N
15 23 B
15 24 N
15 25 H
15 26 N
15 27 T
15 28 T
15 29 H
15 30 N
15 31 N
15 32 T
15 33 T
15 34 T
15 35 N
15 36 N
15 37 B
15 38 N
15 39 N
15 40 N
15 41 N
15 42 N
15 43 B
15 44 N
15 45 H
15 46 B
15 47 H
15 48 B
15 49 N
15 50 B
16 1 H
16 2 H
16 3 B
16 4 N
16 5 T
16 6 T
16 7 T
16 8 T
16 9 T
16 10 H
16 11 H
16 12 T
16 13 T
16 14 T
16 15 N
16 16 N
16 17 N
16 18 N
16 19 N
16 20 N
16 21 H
16 22 H
16 23 N
16 24 H
16 25 N
16 26 N
16 27 H
16 28 N
16 29 N
16 30 B
16 31 N
16 32 H
16 33 T
16 34 N
16 35 N
16 36 N
16 37 N
16 38 H
16 39 T
16 40 N
16 41 T
16 42 T
16 43 B
16 44 H
16 45 H
16 46 T
16 47 H
16 48 N
16 49 N
16 50 N
17 1 N
17 2 N
17 3 N
17 4 T
17 5 N
17 6 N
17 7 H
17 8 N
17 9 H
17 10 N
17 11 N
17 12 T
17 13 N
17 14 N
17 15 B
17 16 N
17 17 N
17 18 H
17 19 T
17 20 N
17 21 B
17 22 T
17 23 T
17 24 N
17 25 T
17 26 B
17 27 B
17 28 N
17 29 N
17 30 B
17 31 N
17 32 N
17 33 N
17 34 T
17 35 B
17 36 B
17 37 N
17 38 N
17 39 N
17 40 N
17 41 B
17 42 N
17 43 N
17 44 H
17 45 H
17 46 T
17 47 H
17 48 H
17 49 N
17 50 H
18 1 B
18 2 N
18 3 N
18 4 B
18 5 T
18 6 H
18 7 H
18 8 H
18 9 H
18 10 H
18 11 T
18 12 B
18 13 N
18 14 H
18 15 N
18 16 B
18 17 T
18 18 B
18 19 H
18 20 N
18 21 N
18 22 N
18 23 N
18 24 N
18 25 N
18 26 B
18 27 N
18 28 H
18 29 H
18 30 N
18 31 H
18 32 N
18 33 N
18 34 H
18 35 T
18 36 H
18 37 T
18 38 H
18 39 N
18 40 N
18 41 T
18 42 T
18 43 N
18 44 N
18 45 T
18 46 B
18 47 T
18 48 T
18 49 N
18 50 N
19 1 N
19 2 N
19 3 B
19 4 H
19 5 N
19 6 B
19 7 N
19 8 N
19 9 N
19 10 T
19 11 N
19 12 N
19 13 H
19 14 N
19 15 N
19 16 T
19 17 N
19 18 N
19 19 H
19 20 B
19 21 B
19 22 T
19 23 T
19 24 N
19 25 T
19 26 B
19 27 H
19 28 N
19 29 N
19 30 T
19 31 T
19 32 H
19 33 N
19 34 H
19 35 N
19 36 T
19 37 H
19 38 H
19 39 N
19 40 N
19 41 B
19 42 B
19 43 H
19 44 T
19 45 N
19 46 N
19 47 H
19 48 N
19 49 N
19 50 N
20 1 N
20 2 N
20 3 N
20 4 T
20 5 N
20 6 N
20 7 B
20 8 H
20 9 N
20 10 H
20 11 T
20 12 N
20 13 T
20 14 N
20 15 N
20 16 T
20 17 H
20 18 N
20 19 H
20 20 T
20 21 H
20 22 N
20 23 T
20 24 N
20 25 T
20 26 N
20 27 N
20 28 N
20 29 H
20 30 N
20 31 N
20 32 T
20 33 N
20 34 H
20 35 N
20 36 N
20 37 N
20 38 N
20 39 H
20 40 N
20 41 N
20 42 T
20 43 H
20 44 H
20 45 N
20 46 N
20 47 T
20 48 N
20 49 N
20 50 T
21 1 H
21 2 T
21 3 N
21 4 T
21 5 N
21 6 T
21 7 N
21 8 T
21 9 N
21 10 N
21 11 H
21 12 N
21 13 N
21 14 N
21 15 T
21 16 N
21 17 T
21 18 N
21 19 T
21 20 T
21 21 N
21 22 N
21 23 N
21 24 T
21 25 N
21 26 T
21 27 T
21 28 T
21 29 N
21 30 H
21 31 H
21 32 N
21 33 N
21 34 N
21 35 N
21 36 N
21 37 H
21 38 N
21 39 N
21 40 N
21 41 N
21 42 T
21 43 H
21 44 N
21 45 B
21 46 N
21 47 H
21 48 N
21 49 H
21 50 N
22 1 H
22 2 N
22 3 H
22 4 T
22 5 N
22 6 B
22 7 T
22 8 H
22 9 T
22 10 N
22 11 N
22 12 N
22 13 N
22 14 H
22 15 H
22 16 N
22 17 N
22 18 H
22 19 N
22 20 H
22 21 N
22 22 N
22 23 N
22 24 N
22 25 N
22 26 N
22 27 N
22 28 B
22 29 N
22 30 N
22 31 N
22 32 T
22 33 B
22 34 N
22 35 H
22 36 N
22 37 B
22 38 H
22 39 T
22 40 T
22 41 N
22 42 B
22 43 N
22 44 N
22 45 H
22 46 T
22 47 N
22 48 T
22 49 N
22 50 H
23 1 H
23 2 T
23 3 H
23 4 H
23 5 H
23 6 N
23 7 T
23 8 H
23 9 H
23 10 T
23 11 N
23 12 N
23 13 T
23 14 N
23 15 N
23 16 N
23 17 T
23 18 N
23 19 N
23 20 T
23 21 T
23 22 N
23 23 N
23 24 H
23 25 T
23 26 H
23 27 N
23 28 B
23 29 H
23 30 N
23 31 H
23 32 N
23 33 H
23 34 N
23 35 H
23 36 B
23 37 T
23 38 N
23 39 B
23 40 N
23 41 H
23 42 T
23 43 T
23 44 N
23 45 N
23 46 H
23 47 H
23 48 H
23 49 T
23 50 H
24 1 T
24 2 N
24 3 N
24 4 N
24 5 N
24 6 N
24 7 N
24 8 T
24 9 B
24 10 H
24 11 N
24 12 T
24 13 H
24 14 H
24 15 N
24 16 B
24 17 N
24 18 H
24 19 T
24 20 N
24 21 N
24 22 N
24 23 H
24 24 B
24 25 B
24 26 B
24 27 H
24 28 H
24 29 T
24 30 B
24 31 N
24 32 N
24 33 N
24 34 N
24 35 H
24 36 N
24 37 N
24 38 N
24 39 N
24 40 H
24 41 H
24 42 H
24 43 H
24 44 T
24 45 B
24 46 B
24 47 T
24 48 N
24 49 H
24 50 N
25 1 N
25 2 T
25 3 N
25 4 N
25 5 N
25 6 H
25 7 N
25 8 T
25 9 T
25 10 B
25 11 B
25 12 N
25 13 B
25 14 N
25 15 N
25 16 N
25 17 N
25 18 T
25 19 N
25 20 N
25 21 H
25 22 N
25 23 H
25 24 N
25 25 B
25 26 N
25 27 N
25 28 N
25 29 H
25 30 N
25 31 N
25 32 B
25 33 T
25 34 B
25 35 H
25 36 T
25 37 H
25 38 T
25 39 B
25 40 N
25 41 H
25 42 N
25 43 T
25 44 N
25 45 N
25 46 H
25 47 N
25 48 T
25 49 T
25 50 N
26 1 T
26 2 H
26 3 T
26 4 T
26 5 H
26 6 H
26 7 T
26 8 N
26 9 N
26 10 N
26 11 T
26 12 N
26 13 N
26 14 T
26 15 N
26 16 N
26 17 N
26 18 N
26 19 H
26 20 N
26 21 T
26 22 N
26 23 B
26 24 B
26 25 B
26 26 N
26 27 N
26 28 N
26 29 H
26 30 N
26 31 N
26 32 T
26 33 N
26 34 N
26 35 N
26 36 H
26 37 N
26 38 T
26 39 N
26 40 B
26 41 H
26 42 H
26 43 N
26 44 H
26 45 B
26 46 N
26 47 T
26 48 T
26 49 N
26 50 T
27 1 N
27 2 H
27 3 T
27 4 N
27 5 H
27 6 N
27 7 N
27 8 N
27 9 N
27 10 T
27 11 N
27 12 N
27 13 T
27 14 N
27 15 T
27 16 N
27 17 N
27 18 B
27 19 N
27 20 N
27 21 N
27 22 T
27 23 H
27 24 N
27 25 N
27 26 T
27 27 N
27 28 T
27 29 T
27 30 N
27 31 T
27 32 T
27 33 N
27 34 N
27 35 N
27 36 B
27 37 N
27 38 H
27 39 B
27 40 B
27 41 N
27 42 N
27 43 N
27 44 H
27 45 N
27 46 H
27 47 T
27 48 H
27 49 H
27 50 N
28 1 N
28 2 N
28 3 T
28 4 H
28 5 T
28 6 H
28 7 N
28 8 T
28 9 T
28 10 H
28 11 N
28 12 N
28 13 T
28 14 H
28 15 T
28 16 T
28 17 N
28 18 N
28 19 T
28 20 N
28 21 N
28 22 T
28 23 N
28 24 N
28 25 N
28 26 B
28 27 N
28 28 T
28 29 T
28 30 N
28 31 N
28 32 N
28 33 N
28 34 N
28 35 N
28 36 N
28 37 N
28 38 N
28 39 N
28 40 H
28 41 N
28 42 H
28 43 N
28 44 N
28 45 N
28 46 N
28 47 H
28 48 N
28 49 N
28 50 N
29 1 N
29 2 T
29 3 N
29 4 T
29 5 B
29 6 H
29 7 H
29 8 N
29 9 H
29 10 T
29 11 H
29 12 T
29 13 T
29 14 N
29 15 N
29 16 N
29 17 B
29 18 H
29 19 T
29 20 N
29 21 N
29 22 N
29 23 N
29 24 N
29 25 T
29 26 N
29 27 N
29 28 T
29 29 H
29 30 H
29 31 T
29 32 T
29 33 T
29 34 T
29 35 N
29 36 B
29 37 N
29 38 H
29 39 N
29 40 N
29 41 H
29 42 N
29 43 N
29 44 N
29 45 B
29 46 T
29 47 N
29 48 T
29 49 N
29 50 T
30 1 N
30 2 T
30 3 B
30 4 T
30 5 T
30 6 T
30 7 H
30 8 T
30 9 N
30 10 N
30 11 N
30 12 T
30 13 T
30 14 N
30 15 B
30 16 T
30 17 N
30 18 H
30 19 T
30 20 N
30 21 T
30 22 T
30 23 N
30 24 T
30 25 B
30 26 N
30 27 N
30 28 N
30 29 T
30 30 H
30 31 H
30 32 N
30 33 H
30 34 B
30 35 T
30 36 N
30 37 N
30 38 N
30 39 T
30 40 B
30 41 B
30 42 B
30 43 N
30 44 N
30 45 H
30 46 N
30 47 N
30 48 T
30 49 N
30 50 N
31 1 T
31 2 N
31 3 N
31 4 N
31 5 T
31 6 N
31 7 N
31 8 B
31 9 N
31 10 N
31 11 B
31 12 H
31 13 N
31 14 N
31 15 N
31 16 N
31 17 N
31 18 N
31 19 N
31 20 T
31 21 N
31 22 N
31 23 N
31 24 N
31 25 N
31 26 B
31 27 H
31 28 N
31 29 B
31 30 H
31 31 N
31 32 T
31 33 N
31 34 B
31 35 N
31 36 H
31 37 T
31 38 T
31 39 N
31 40 N
31 41 B
31 42 T
31 43 N
31 44 T
31 45 N
31 46 N
31 47 N
31 48 N
31 49 N
31 50 N
32 1 B
32 2 N
32 3 N
32 4 N
32 5 H
32 6 N
32 7 N
32 8 N
32 9 N
32 10 B
32 11 N
32 12 T
32 13 N
32 14 N
32 15 T
32 16 N
32 17 N
32 18 N
32 19 N
32 20 T
32 21 N
32 22 B
32 23 N
32 24 T
32 25 N
32 26 T
32 27 N
32 28 N
32 29 N
32 30 T
32 31 N
32 32 T
32 33 N
32 34 H
32 35 N
32 36 T
32 37 T
32 38 H
32 39 N
32 40 T
32 41 T
32 42 B
32 43 H
32 44 N
32 45 B
32 46 B
32 47 N
32 48 N
32 49 N
32 50 T
33 1 H
33 2 N
33 3 T
33 4 N
33 5 H
33 6 T
33 7 N
33 8 N
33 9 B
33 10 T
33 11 H
33 12 N
33 13 N
33 14 T
33 15 N
33 16 N
33 17 N
33 18 N
33 19 N
33 20 N
33 21 N
33 22 N
33 23 H
33 24 H
33 25 H
33 26 N
33 27 N
33 28 N
33 29 N
33 30 N
33 31 B
33 32 N
33 33 T
33 34 B
33 35 B
33 36 T
33 37 N
33 38 H
33 39 N
33 40 T
33 41 B
33 42 H
33 43 N
33 44 H
33 45 N
33 46 T
33 47 N
33 48 N
33 49 N
33 50 H
34 1 N
34 2 H
34 3 N
34 4 T
34 5 T
34 6 H
34 7 T
34 8 T
34 9 N
34 10 T
34 11 N
34 12 N
34 13 N
34 14 N
34 15 H
34 16 N
34 17 T
34 18 B
34 19 H
34 20 H
34 21 H
34 22 B
34 23 N
34 24 H
34 25 H
34 26 N
34 27 H
34 28 H
34 29 T
34 30 N
34 31 B
34 32 N
34 33 N
34 34 H
34 35 H
34 36 N
34 37 N
34 38 T
34 39 T
34 40 N
34 41 N
34 42 T
34 43 N
34 44 T
34 45 H
34 46 N
34 47 T
34 48 N
34 49 H
34 50 T
35 1 N
35 2 H
35 3 H
35 4 N
35 5 T
35 6 N
35 7 T
35 8 N
35 9 B
35 10 H
35 11 N
35 12 N
35 13 N
35 14 N
35 15 H
35 16 N
35 17 H
35 18 H
35 19 H
35 20 N
35 21 H
35 22 T
35 23 H
35 24 H
35 25 N
35 26 B
35 27 H
35 28 N
35 29 N
35 30 N
35 31 N
35 32 N
35 33 H
35 34 N
35 35 H
35 36 B
35 37 N
35 38 H
35 39 T
35 40 N
35 41 B
35 42 T
35 43 N
35 44 N
35 45 H
35 46 N
35 47 N
35 48 H
35 49 N
35 50 T
36 1 T
36 2 N
36 3 H
36 4 N
36 5 N
36 6 H
36 7 N
36 8 N
36 9 T
36 10 N
36 11 H
36 12 H
36 13 B
36 14 B
36 15 T
36 16 B
36 17 H
36 18 N
36 19 N
36 20 T
36 21 H
36 22 N
36 23 N
36 24 N
36 25 N
36 26 N
36 27 T
36 28 N
36 29 B
36 30 N
36 31 B
36 32 N
36 33 T
36 34 T
36 35 T
36 36 T
36 37 T
36 38 T
36 39 N
36 40 H
36 41 N
36 42 N
36 43 T
36 44 T
36 45 N
36 46 N
36 47 B
36 48 T
36 49 H
36 50 N
37 1 N
37 2 N
37 3 N
37 4 H
37 5 H
37 6 N
37 7 N
37 8 H
37 9 T
37 10 N
37 11 N
37 12 T
37 13 T
37 14 T
37 15 B
37 16 N
37 17 N
37 18 N
37 19 H
37 20 N
37 21 T
37 22 H
37 23 N
37 24 H
37 25 T
37 26 N
37 27 N
37 28 B
37 29 H
37 30 H
37 31 T
37 32 T
37 33 N
37 34 N
37 35 B
37 36 N
37 37 H
37 38 N
37 39 N
37 40 N
37 41 H
37 42 B
37 43 N
37 44 N
37 45 T
37 46 T
37 47 T
37 48 H
37 49 H
37 50 N
38 1 H
38 2 N
38 3 H
38 4 T
38 5 H
38 6 T
38 7 T
38 8 N
38 9 T
38 10 N
38 11 B
38 12 N
38 13 N
38 14 T
38 15 H
38 16 N
38 17 B
38 18 N
38 19 N
38 20 N
38 21 N
38 22 H
38 23 T
38 24 N
38 25 H
38 26 T
38 27 T
38 28 H
38 29 N
38 30 T
38 31 T
38 32 N
38 33 H
38 34 N
38 35 H
38 36 N
38 37 N
38 38 N
38 39 T
38 40 H
38 41 T
38 42 N
38 43 N
38 44 N
38 45 H
38 46 H
38 47 B
38 48 B
38 49 N
38 50 N
39 1 N
39 2 N
39 3 N
39 4 H
39 5 H
39 6 N
39 7 N
39 8 N
39 9 N
39 10 B
39 11 N
39 12 N
39 13 H
39 14 H
39 15 N
39 16 N
39 17 H
39 18 N
39 19 B
39 20 T
39 21 N
39 22 B
39 23 T
39 24 H
39 25 N
39 26 H
39 27 N
39 28 N
39 29 N
39 30 N
39 31 H
39 32 H
39 33 H
39 34 B
39 35 N
39 36 H
39 37 H
39 38 H
39 39 N
39 40 N
39 41 N
39 42 N
39 43 T
39 44 T
39 45 H
39 46 N
39 47 H
39 48 H
39 49 H
39 50 B
40 1 H
40 2 N
40 3 H
40 4 T
40 5 N
40 6 N
40 7 H
40 8 N
40 9 H
40 10 H
40 11 T
40 12 N
40 13 B
40 14 N
40 15 T
40 16 T
40 17 T
40 18 N
40 19 H
40 20 H
40 21 T
40 22 B
40 23 H
40 24 B
40 25 T
40 26 N
40 27 T
40 28 N
40 29 N
40 30 T
40 31 B
40 32 H
40 33 B
40 34 N
40 35 N
40 36 T
40 37 N
40 38 T
40 39 N
40 40 N
40 41 N
40 42 T
40 43 H
40 44 H
40 45 N
40 46 T
40 47 T
40 48 B
40 49 N
40 50 H
41 1 N
41 2 T
41 3 T
41 4 B
41 5 T
41 6 H
41 7 H
41 8 T
41 9 N
41 10 N
41 11 T
41 12 N
41 13 B
41 14 H
41 15 B
41 16 T
41 17 N
41 18 N
41 19 N
41 20 N
41 21 T
41 22 N
41 23 H
41 24 N
41 25 H
41 26 H
41 27 N
41 28 N
41 29 N
41 30 N
41 31 N
41 32 N
41 33 T
41 34 T
41 35 H
41 36 N
41 37 H
41 38 N
41 39 T
41 40 N
41 41 N
41 42 N
41 43 T
41 44 N
41 45 T
41 46 N
41 47 N
41 48 N
41 49 N
41 50 T
42 1 T
42 2 N
42 3 N
42 4 H
42 5 T
42 6 N
42 7 T
42 8 H
42 9 H
42 10 B
42 11 B
42 12 B
42 13 H
42 14 H
42 15 B
42 16 H
42 17 B
42 18 N
42 19 N
42 20 N
42 21 T
42 22 B
42 23 N
42 24 N
42 25 B
42 26 N
42 27 N
42 28 H
42 29 N
42 30 T
42 31 B
42 32 N
42 33 N
42 34 N
42 35 N
42 36 N
42 37 T
42 38 N
42 39 B
42 40 H
42 41 N
42 42 T
42 43 N
42 44 N
42 45 T
42 46 H
42 47 H
42 48 N
42 49 T
42 50 N
43 1 N
43 2 H
43 3 N
43 4 T
43 5 B
43 6 B
43 7 N
43 8 T
43 9 N
43 10 N
43 11 T
43 12 B
43 13 N
43 14 B
43 15 N
43 16 N
43 17 T
43 18 N
43 19 B
43 20 N
43 21 N
43 22 H
43 23 H
43 24 N
43 25 H
43 26 B
43 27 T
43 28 B
43 29 T
43 30 N
43 31 B
43 32 N
43 33 N
43 34 H
43 35 T
43 36 N
43 37 H
43 38 N
43 39 N
43 40 N
43 41 N
43 42 T
43 43 T
43 44 B
43 45 N
43 46 N
43 47 N
43 48 H
43 49 H
43 50 N
44 1 T
44 2 N
44 3 H
44 4 T
44 5 H
44 6 H
44 7 T
44 8 T
44 9 N
44 10 N
44 11 H
44 12 B
44 13 B
44 14 N
44 15 B
44 16 N
44 17 N
44 18 T
44 19 N
44 20 N
44 21 T
44 22 N
44 23 T
44 24 T
44 25 N
44 26 N
44 27 T
44 28 T
44 29 N
44 30 N
44 31 N
44 32 N
44 33 N
44 34 B
44 35 N
44 36 T
44 37 H
44 38 B
44 39 H
44 40 H
44 41 H
44 42 T
44 43 N
44 44 H
44 45 H
44 46 N
44 47 N
44 48 N
44 49 H
44 50 H
45 1 H
45 2 T
45 3 N
45 4 H
45 5 H
45 6 N
45 7 B
45 8 N
45 9 N
45 10 H
45 11 N
45 12 N
45 13 N
45 14 T
45 15 H
45 16 N
45 17 B
45 18 N
45 19 H
45 20 N
45 21 N
45 22 N
45 23 N
45 24 B
45 25 T
45 26 N
45 27 H
45 28 T
45 29 N
45 30 T
45 31 T
45 32 N
45 33 N
45 34 N
45 35 N
45 36 N
45 37 N
45 38 N
45 39 N
45 40 T
45 41 N
45 42 T
45 43 B
45 44 H
45 45 T
45 46 N
45 47 N
45 48 N
45 49 H
45 50 B
46 1 N
46 2 H
46 3 N
46 4 N
46 5 N
46 6 B
46 7 T
46 8 N
46 9 H
46 10 B
46 11 N
46 12 N
46 13 N
46 14 N
46 15 T
46 16 N
46 17 H
46 18 N
46 19 N
46 20 T
46 21 N
46 22 T
46 23 H
46 24 H
46 25 T
46 26 N
46 27 N
46 28 N
46 29 T
46 30 N
46 31 N
46 32 H
46 33 T
46 34 N
46 35 N
46 36 N
46 37 N
46 38 N
46 39 H
46 40 B
46 41 N
46 42 H
46 43 B
46 44 T
46 45 N
46 46 H
46 47 N
46 48 N
46 49 T
46 50 N
47 1 N
47 2 N
47 3 N
47 4 N
47 5 N
47 6 N
47 7 T
47 8 N
47 9 N
47 10 N
47 11 N
47 12 N
47 13 T
47 14 T
47 15 N
47 16 H
47 17 N
47 18 H
47 19 H
47 20 N
47 21 N
47 22 N
47 23 H
47 24 T
47 25 T
47 26 T
47 27 B
47 28 H
47 29 T
47 30 N
47 31 B
47 32 N
