100 50
18 16 N
18 17 N
18 18 N
18 19 H
18 20 B
18 21 N
18 22 N
18 23 T
18 24 N
18 25 N
18 26 N
18 27 T
18 28 N
18 29 N
18 30 N
18 31 T
18 32 B
18 33 N
18 34 N
18 35 N
18 36 H
18 37 H
18 38 N
18 39 B
18 40 T
18 41 N
18 42 N
18 43 T
18 44 N
18 45 N
18 46 N
18 47 T
18 48 T
18 49 T
18 50 B
19 1 T
19 2 N
19 3 N
19 4 N
19 5 H
19 6 N
19 7 T
19 8 N
19 9 N
19 10 N
19 11 T
19 12 T
19 13 H
19 14 N
19 15 T
19 16 N
19 17 B
19 18 H
19 19 B
19 20 N
19 21 T
19 22 N
19 23 N
19 24 T
19 25 T
19 26 N
19 27 H
19 28 N
19 29 T
19 30 N
19 31 H
19 32 N
19 33 N
19 34 T
19 35 N
19 36 N
19 37 T
19 38 N
19 39 N
19 40 T
19 41 H
19 42 T
19 43 N
19 44 N
19 45 N
19 46 N
19 47 N
19 48 T
19 49 N
19 50 B
20 1 N
20 2 B
20 3 N
20 4 H
20 5 T
20 6 N
20 7 B
20 8 N
20 9 H
20 10 B
20 11 T
20 12 N
20 13 B
20 14 H
20 15 N
20 16 N
20 17 H
20 18 N
20 19 N
20 20 H
20 21 N
20 22 N
20 23 B
20 24 N
20 25 H
20 26 B
20 27 N
20 28 T
20 29 N
20 30 N
20 31 T
20 32 H
20 33 T
20 34 N
20 35 T
20 36 B
20 37 T
20 38 T
20 39 H
20 40 N
20 41 N
20 42 B
20 43 T
20 44 N
20 45 H
20 46 B
20 47 N
20 48 N
20 49 B
20 50 H
21 1 N
21 2 N
21 3 H
21 4 N
21 5 N
21 6 H
21 7 N
21 8 N
21 9 N
21 10 N
21 11 N
21 12 T
21 13 N
21 14 H
21 15 N
21 16 B
21 17 T
21 18 N
21 19 H
21 20 N
21 21 B
21 22 N
21 23 H
21 24 B
21 25 N
21 26 N
21 27 N
21 28 T
21 29 N
21 30 N
21 31 N
21 32 N
21 33 T
21 34 B
21 35 B
21 36 N
21 37 N
21 38 B
21 39 N
21 40 T
21 41 N
21 42 H
21 43 N
21 44 N
21 45 B
21 46 N
21 47 N
21 48 N
21 49 N
21 50 T
22 1 N
22 2 N
22 3 N
22 4 N
22 5 H
22 6 N
22 7 N
22 8 H
22 9 B
22 10 B
22 11 B
22 12 H
22 13 T
22 14 N
22 15 N
22 16 T
22 17 H
22 18 N
22 19 H
22 20 H
22 21 T
22 22 N
22 23 H
22 24 N
22 25 B
22 26 T
22 27 T
22 28 H
22 29 H
22 30 T
22 31 N
22 32 T
22 33 N
22 34 H
22 35 N
22 36 N
22 37 N
22 38 N
22 39 T
22 40 H
22 41 T
22 42 N
22 43 N
22 44 N
22 45 N
22 46 B
22 47 N
22 48 B
22 49 T
22 50 N
23 1 N
23 2 N
23 3 T
23 4 T
23 5 T
23 6 H
23 7 N
23 8 N
23 9 N
23 10 N
23 11 N
23 12 T
23 13 N
23 14 H
23 15 N
23 16 N
23 17 B
23 18 H
23 19 N
23 20 N
23 21 T
23 22 N
23 23 T
23 24 H
23 25 N
23 26 T
23 27 N
23 28 T
23 29 N
23 30 N
23 31 T
23 32 N
23 33 H
23 34 N
23 35 H
23 36 H
23 37 N
23 38 H
23 39 H
23 40 B
23 41 N
23 42 T
23 43 N
23 44 H
23 45 T
23 46 H
23 47 N
23 48 H
23 49 T
23 50 N
24 1 N
24 2 N
24 3 T
24 4 N
24 5 H
24 6 H
24 7 N
24 8 N
24 9 N
24 10 N
24 11 N
24 12 H
24 13 N
24 14 H
24 15 B
24 16 H
24 17 H
24 18 N
24 19 H
24 20 H
24 21 B
24 22 T
24 23 H
24 24 T
24 25 N
24 26 H
24 27 T
24 28 T
24 29 T
24 30 H
24 31 H
24 32 H
24 33 B
24 34 T
24 35 N
24 36 N
24 37 T
24 38 N
24 39 N
24 40 B
24 41 N
24 42 N
24 43 N
24 44 N
24 45 T
24 46 N
24 47 B
24 48 T
24 49 H
24 50 N
25 1 N
25 2 N
25 3 N
25 4 N
25 5 T
25 6 N
25 7 N
25 8 H
25 9 N
25 10 N
25 11 N
25 12 B
25 13 N
25 14 N
25 15 T
25 16 N
25 17 T
25 18 T
25 19 H
25 20 N
25 21 T
25 22 B
25 23 N
25 24 T
25 25 T
25 26 H
25 27 B
25 28 N
25 29 T
25 30 N
25 31 H
25 32 N
25 33 T
25 34 N
25 35 H
25 36 N
25 37 N
25 38 H
25 39 N
25 40 T
25 41 B
25 42 H
25 43 N
25 44 H
25 45 N
25 46 H
25 47 B
25 48 N
25 49 H
25 50 H
26 1 T
26 2 N
26 3 H
26 4 N
26 5 N
26 6 T
26 7 N
26 8 N
26 9 N
26 10 B
26 11 H
26 12 T
26 13 B
26 14 T
26 15 H
26 16 N
26 17 N
26 18 B
26 19 N
26 20 N
26 21 N
26 22 T
26 23 H
26 24 T
26 25 T
26 26 H
26 27 T
26 28 N
26 29 N
26 30 T
26 31 H
26 32 N
26 33 B
26 34 N
26 35 H
26 36 N
26 37 H
26 38 N
26 39 N
26 40 H
26 41 N
26 42 T
26 43 N
26 44 N
26 45 T
26 46 N
26 47 N
26 48 T
26 49 N
26 50 T
27 1 N
27 2 N
27 3 N
27 4 B
27 5 N
27 6 B
27 7 T
27 8 N
27 9 N
27 10 N
27 11 N
27 12 B
27 13 N
27 14 H
27 15 T
27 16 N
27 17 H
27 18 H
27 19 N
27 20 T
27 21 N
27 22 N
27 23 N
27 24 T
27 25 N
27 26 H
27 27 N
27 28 B
27 29 T
27 30 T
27 31 T
27 32 N
27 33 H
27 34 N
27 35 N
27 36 N
27 37 H
27 38 N
27 39 B
27 40 H
27 41 N
27 42 N
27 43 H
27 44 T
27 45 T
27 46 N
27 47 N
27 48 N
27 49 H
27 50 T
28 1 H
28 2 N
28 3 H
28 4 B
28 5 T
28 6 N
28 7 N
28 8 B
28 9 N
28 10 T
28 11 H
28 12 H
28 13 N
28 14 H
28 15 N
28 16 T
28 17 N
28 18 N
28 19 T
28 20 H
28 21 N
28 22 N
28 23 T
28 24 N
28 25 N
28 26 T
28 27 N
28 28 N
28 29 H
28 30 N
28 31 T
28 32 N
28 33 B
28 34 N
28 35 N
28 36 B
28 37 H
28 38 N
28 39 H
28 40 H
28 41 T
28 42 N
28 43 N
28 44 N
28 45 H
28 46 T
28 47 H
28 48 B
28 49 H
28 50 N
29 1 N
29 2 H
29 3 T
29 4 T
29 5 N
29 6 N
29 7 N
29 8 T
29 9 T
29 10 N
29 11 H
29 12 N
29 13 N
29 14 T
29 15 N
29 16 N
29 17 N
29 18 T
29 19 N
29 20 N
29 21 H
29 22 N
29 23 N
29 24 T
29 25 T
29 26 B
29 27 H
29 28 N
29 29 N
29 30 H
29 31 T
29 32 N
29 33 H
29 34 B
29 35 T
29 36 N
29 37 N
29 38 N
29 39 N
29 40 N
29 41 N
29 42 T
29 43 N
29 44 B
29 45 N
29 46 N
29 47 N
29 48 T
29 49 H
29 50 N
30 1 N
30 2 N
30 3 H
30 4 N
30 5 N
30 6 H
30 7 H
30 8 H
30 9 H
30 10 N
30 11 N
30 12 N
30 13 N
30 14 N
30 15 N
30 16 N
30 17 N
30 18 H
30 19 N
30 20 B
30 21 H
30 22 B
30 23 N
30 24 T
30 25 N
30 26 T
30 27 N
30 28 N
30 29 T
30 30 N
30 31 H
30 32 N
30 33 B
30 34 H
30 35 H
30 36 N
30 37 T
30 38 N
30 39 B
30 40 B
30 41 H
30 42 H
30 43 T
30 44 B
30 45 N
30 46 N
30 47 N
30 48 B
30 49 N
30 50 H
31 1 B
31 2 H
31 3 T
31 4 H
31 5 N
31 6 N
31 7 T
31 8 N
31 9 N
31 10 T
31 11 N
31 12 B
31 13 N
31 14 N
31 15 T
31 16 B
31 17 N
31 18 H
31 19 H
31 20 N
31 21 H
31 22 B
31 23 H
31 24 B
31 25 N
31 26 N
31 27 N
31 28 T
31 29 N
31 30 T
31 31 N
31 32 N
31 33 H
31 34 N
31 35 N
31 36 B
31 37 T
31 38 T
31 39 N
31 40 T
31 41 N
31 42 N
31 43 T
31 44 H
31 45 T
31 46 H
31 47 N
31 48 N
31 49 N
31 50 N
32 1 N
32 2 N
32 3 T
32 4 H
32 5 N
32 6 N
32 7 H
32 8 N
32 9 T
32 10 B
32 11 T
32 12 N
32 13 H
32 14 N
32 15 N
32 16 T
32 17 H
32 18 H
32 19 N
32 20 H
32 21 T
32 22 N
32 23 N
32 24 N
32 25 B
32 26 N
32 27 T
32 28 N
32 29 T
32 30 H
32 31 N
32 32 N
32 33 N
32 34 H
32 35 T
32 36 N
32 37 N
32 38 T
32 39 N
32 40 N
32 41 T
32 42 N
32 43 N
32 44 N
32 45 T
32 46 N
32 47 T
32 48 T
32 49 N
32 50 N
33 1 N
33 2 T
33 3 N
33 4 H
33 5 N
33 6 B
33 7 N
33 8 N
33 9 B
33 10 N
33 11 H
33 12 N
33 13 N
33 14 T
33 15 N
33 16 N
33 17 B
33 18 B
33 19 N
33 20 N
33 21 N
33 22 N
33 23 B
33 24 N
33 25 N
33 26 N
33 27 N
33 28 H
33 29 B
33 30 H
33 31 H
33 32 H
33 33 N
33 34 N
33 35 N
33 36 H
33 37 H
33 38 N
33 39 N
33 40 N
33 41 T
33 42 N
33 43 T
33 44 N
33 45 N
33 46 N
33 47 N
33 48 H
33 49 N
33 50 N
34 1 B
34 2 N
34 3 H
34 4 N
34 5 N
34 6 H
34 7 H
34 8 N
34 9 H
34 10 H
34 11 T
34 12 B
34 13 T
34 14 N
34 15 N
34 16 N
34 17 H
34 18 T
34 19 N
34 20 N
34 21 T
34 22 N
34 23 N
34 24 H
34 25 T
34 26 H
34 27 N
34 28 N
34 29 B
34 30 H
34 31 N
34 32 H
34 33 N
34 34 H
34 35 N
34 36 H
34 37 N
34 38 N
34 39 T
34 40 N
34 41 N
34 42 N
34 43 N
34 44 N
34 45 N
34 46 N
34 47 H
34 48 T
34 49 T
34 50 T
35 1 H
35 2 H
35 3 N
35 4 H
35 5 B
35 6 N
35 7 N
35 8 N
35 9 N
35 10 N
35 11 N
35 12 N
35 13 N
35 14 H
35 15 N
35 16 N
35 17 T
35 18 T
35 19 H
35 20 N
35 21 H
35 22 H
35 23 T
35 24 H
35 25 H
35 26 H
35 27 T
35 28 N
35 29 B
35 30 N
35 31 H
35 32 N
35 33 H
35 34 H
35 35 T
35 36 N
35 37 N
35 38 N
35 39 N
35 40 N
35 41 N
35 42 H
35 43 N
35 44 N
35 45 N
35 46 H
35 47 T
35 48 T
35 49 T
35 50 H
36 1 N
36 2 T
36 3 T
36 4 B
36 5 H
36 6 N
36 7 H
36 8 N
36 9 H
36 10 N
36 11 H
36 12 N
36 13 N
36 14 N
36 15 T
36 16 T
36 17 H
36 18 T
36 19 N
36 20 N
36 21 N
36 22 B
36 23 H
36 24 N
36 25 T
36 26 N
36 27 N
36 28 N
36 29 N
36 30 N
36 31 N
36 32 T
36 33 H
36 34 N
36 35 B
36 36 T
36 37 T
36 38 N
36 39 H
36 40 T
36 41 N
36 42 N
36 43 H
36 44 H
36 45 N
36 46 T
36 47 N
36 48 N
36 49 N
36 50 H
37 1 B
37 2 N
37 3 N
37 4 N
37 5 B
37 6 N
37 7 N
37 8 N
37 9 H
37 10 N
37 11 N
37 12 T
37 13 B
37 14 T
37 15 N
37 16 H
37 17 N
37 18 N
37 19 N
37 20 T
37 21 H
37 22 N
37 23 N
37 24 N
37 25 N
37 26 T
37 27 H
37 28 N
37 29 T
37 30 N
37 31 N
37 32 B
37 33 B
37 34 N
37 35 N
37 36 N
37 37 N
37 38 T
37 39 N
37 40 N
37 41 H
37 42 T
37 43 T
37 44 T
37 45 H
37 46 T
37 47 N
37 48 T
37 49 N
37 50 H
38 1 N
38 2 N
38 3 T
38 4 B
38 5 T
38 6 N
38 7 N
38 8 N
38 9 N
38 10 N
38 11 N
38 12 T
38 13 N
38 14 N
38 15 B
38 16 B
38 17 T
38 18 H
38 19 B
38 20 T
38 21 N
38 22 N
38 23 N
38 24 N
38 25 N
38 26 N
38 27 N
38 28 H
38 29 H
38 30 B
38 31 N
38 32 N
38 33 N
38 34 N
38 35 T
38 36 N
38 37 T
38 38 N
38 39 N
38 40 N
38 41 N
38 42 N
38 43 N
38 44 H
38 45 N
38 46 B
38 47 N
38 48 H
38 49 N
38 50 H
39 1 H
39 2 N
39 3 H
39 4 N
39 5 N
39 6 N
39 7 H
39 8 H
39 9 N
39 10 H
39 11 H
39 12 N
39 13 T
39 14 N
39 15 H
39 16 N
39 17 H
39 18 H
39 19 N
39 20 N
39 21 B
39 22 N
39 23 B
39 24 H
39 25 T
39 26 N
39 27 N
39 28 N
39 29 N
39 30 T
39 31 N
39 32 N
39 33 N
39 34 N
39 35 H
39 36 N
39 37 T
39 38 N
39 39 B
39 40 N
39 41 N
39 42 B
39 43 N
39 44 T
39 45 N
39 46 N
39 47 N
39 48 N
39 49 N
39 50 N
40 1 N
40 2 H
40 3 B
40 4 N
40 5 N
40 6 N
40 7 H
40 8 H
40 9 N
40 10 N
40 11 N
40 12 N
40 13 B
40 14 T
40 15 N
40 16 N
40 17 N
40 18 N
40 19 H
40 20 N
40 21 H
40 22 N
40 23 T
40 24 N
40 25 N
40 26 N
40 27 N
40 28 T
40 29 N
40 30 T
40 31 N
40 32 N
40 33 N
40 34 N
40 35 N
40 36 T
40 37 N
40 38 B
40 39 H
40 40 B
40 41 H
40 42 T
40 43 N
40 44 T
40 45 N
40 46 B
40 47 N
40 48 H
40 49 N
40 50 N
41 1 B
41 2 B
41 3 T
41 4 T
41 5 H
41 6 T
41 7 H
41 8 H
41 9 T
41 10 H
41 11 B
41 12 H
41 13 H
41 14 N
41 15 T
41 16 N
41 17 N
41 18 N
41 19 N
41 20 H
41 21 N
41 22 N
41 23 T
41 24 B
41 25 H
41 26 T
41 27 B
41 28 T
41 29 T
41 30 H
41 31 B
41 32 B
41 33 T
41 34 B
41 35 N
41 36 N
41 37 N
41 38 N
41 39 N
41 40 H
41 41 B
41 42 T
41 43 N
41 44 H
41 45 N
41 46 N
41 47 H
41 48 N
41 49 N
41 50 T
42 1 N
42 2 T
42 3 T
42 4 N
42 5 N
42 6 N
42 7 N
42 8 N
42 9 H
42 10 T
42 11 H
42 12 T
42 13 N
42 14 N
42 15 N
42 16 N
42 17 N
42 18 N
42 19 N
42 20 N
42 21 H
42 22 B
42 23 T
42 24 B
42 25 T
42 26 N
42 27 N
42 28 N
42 29 N
42 30 T
42 31 H
42 32 N
42 33 N
42 34 T
42 35 N
42 36 H
42 37 N
42 38 T
42 39 N
42 40 H
42 41 H
42 42 N
42 43 N
42 44 N
42 45 N
42 46 N
42 47 B
42 48 T
42 49 B
42 50 N
43 1 H
43 2 N
43 3 N
43 4 N
43 5 H
43 6 N
43 7 H
43 8 B
43 9 N
43 10 B
43 11 T
43 12 N
43 13 N
43 14 H
43 15 H
43 16 N
43 17 N
43 18 H
43 19 T
43 20 T
43 21 N
43 22 T
43 23 N
43 24 H
43 25 H
43 26 T
43 27 H
43 28 N
43 29 H
43 30 N
43 31 H
43 32 T
43 33 T
43 34 T
43 35 B
43 36 T
43 37 N
43 38 T
43 39 T
43 40 N
43 41 T
43 42 N
43 43 N
43 44 N
43 45 N
43 46 H
43 47 N
43 48 T
43 49 T
43 50 N
44 1 N
44 2 B
44 3 T
44 4 N
44 5 H
44 6 T
44 7 N
44 8 N
44 9 H
44 10 N
44 11 B
44 12 H
44 13 H
44 14 N
44 15 B
44 16 T
44 17 B
44 18 N
44 19 T
44 20 H
44 21 N
44 22 N
44 23 B
44 24 N
44 25 N
44 26 H
44 27 N
44 28 H
44 29 N
44 30 N
44 31 T
44 32 H
44 33 N
44 34 H
44 35 T
44 36 N
44 37 B
44 38 T
44 39 H
44 40 N
44 41 T
44 42 H
44 43 B
44 44 N
44 45 T
44 46 N
44 47 B
44 48 N
44 49 N
44 50 N
45 1 N
45 2 H
45 3 N
45 4 N
45 5 B
45 6 N
45 7 T
45 8 T
45 9 N
45 10 H
45 11 N
45 12 T
45 13 N
45 14 T
45 15 T
45 16 N
45 17 N
45 18 H
45 19 N
45 20 H
45 21 B
45 22 H
45 23 T
45 24 N
45 25 H
45 26 N
45 27 N
45 28 B
45 29 N
45 30 N
45 31 T
45 32 H
45 33 N
45 34 T
45 35 B
45 36 N
45 37 T
45 38 H
45 39 N
45 40 N
45 41 H
45 42 N
45 43 H
45 44 N
45 45 T
45 46 N
45 47 H
45 48 H
45 49 N
45 50 N
46 1 H
46 2 N
46 3 N
46 4 N
46 5 N
46 6 H
46 7 H
46 8 N
46 9 H
46 10 B
46 11 N
46 12 T
46 13 N
46 14 N
46 15 H
46 16 N
46 17 N
46 18 T
46 19 H
46 20 N
46 21 N
46 22 N
46 23 N
46 24 N
46 25 N
46 26 N
46 27 N
46 28 H
46 29 T
46 30 N
46 31 N
46 32 T
46 33 H
46 34 N
46 35 N
46 36 N
46 37 N
46 38 T
46 39 H
46 40 T
46 41 B
46 42 N
46 43 N
46 44 N
46 45 N
46 46 N
46 47 N
46 48 N
46 49 N
46 50 N
47 1 N
47 2 T
47 3 N
47 4 N
47 5 H
47 6 N
47 7 N
47 8 H
47 9 T
47 10 N
47 11 H
47 12 H
47 13 N
47 14 N
47 15 H
47 16 N
47 17 T
47 18 N
47 19 N
47 20 N
47 21 T
47 22 B
47 23 H
47 24 N
47 25 N
47 26 N
47 27 H
47 28 N
47 29 N
47 30 T
47 31 T
47 32 H
