100 50
10 18 T
10 19 N
10 20 N
10 21 H
10 22 T
10 23 N
10 24 T
10 25 B
10 26 N
10 27 T
10 28 N
10 29 B
10 30 N
10 31 H
10 32 N
10 33 H
10 34 T
10 35 H
10 36 H
10 37 H
10 38 T
10 39 B
10 40 H
10 41 B
10 42 N
10 43 N
10 44 N
10 45 T
10 46 B
10 47 N
10 48 H
10 49 B
10 50 N
11 1 T
11 2 T
11 3 H
11 4 T
11 5 N
11 6 B
11 7 N
11 8 H
11 9 T
11 10 H
11 11 H
11 12 N
11 13 T
11 14 N
11 15 T
11 16 H
11 17 N
11 18 H
11 19 N
11 20 H
11 21 T
11 22 N
11 23 T
11 24 N
11 25 N
11 26 H
11 27 N
11 28 N
11 29 N
11 30 T
11 31 H
11 32 T
11 33 T
11 34 N
11 35 N
11 36 H
11 37 T
11 38 H
11 39 T
11 40 H
11 41 N
11 42 B
11 43 N
11 44 B
11 45 N
11 46 N
11 47 T
11 48 N
11 49 N
11 50 N
12 1 N
12 2 H
12 3 N
12 4 H
12 5 N
12 6 T
12 7 H
12 8 T
12 9 N
12 10 T
12 11 N
12 12 N
12 13 N
12 14 N
12 15 T
12 16 B
12 17 N
12 18 N
12 19 B
12 20 B
12 21 T
12 22 B
12 23 N
12 24 N
12 25 T
12 26 N
12 27 N
12 28 T
12 29 N
12 30 T
12 31 H
12 32 N
12 33 N
12 34 T
12 35 H
12 36 H
12 37 H
12 38 N
12 39 N
12 40 T
12 41 H
12 42 N
12 43 N
12 44 N
12 45 N
12 46 T
12 47 N
12 48 T
12 49 N
12 50 N
13 1 N
13 2 H
13 3 N
13 4 B
13 5 B
13 6 B
13 7 T
13 8 T
13 9 N
13 10 H
13 11 N
13 12 H
13 13 H
13 14 N
13 15 N
13 16 N
13 17 N
13 18 B
13 19 N
13 20 T
13 21 N
13 22 N
13 23 T
13 24 N
13 25 N
13 26 T
13 27 N
13 28 N
13 29 H
13 30 N
13 31 T
13 32 N
13 33 N
13 34 H
13 35 H
13 36 H
13 37 N
13 38 T
13 39 H
13 40 N
13 41 N
13 42 B
13 43 N
13 44 H
13 45 N
13 46 N
13 47 H
13 48 N
13 49 N
13 50 B
14 1 B
14 2 B
14 3 T
14 4 N
14 5 N
14 6 T
14 7 B
14 8 H
14 9 H
14 10 B
14 11 H
14 12 N
14 13 B
14 14 N
14 15 N
14 16 H
14 17 T
14 18 H
14 19 T
14 20 N
14 21 N
14 22 N
14 23 B
14 24 N
14 25 T
14 26 N
14 27 T
14 28 N
14 29 N
14 30 N
14 31 N
14 32 B
14 33 N
14 34 T
14 35 T
14 36 N
14 37 B
14 38 H
14 39 N
14 40 N
14 41 H
14 42 N
14 43 N
14 44 N
14 45 B
14 46 B
14 47 N
14 48 T
14 49 B
14 50 B
15 1 H
15 2 H
15 3 N
15 4 T
15 5 N
15 6 T
15 7 B
15 8 N
15 9 N
15 10 N
15 11 T
15 12 N
15 13 H
15 14 N
15 15 H
15 16 T
15 17 H
15 18 N
15 19 N
15 20 N
15 21 H
15 22 N
15 23 H
15 24 H
15 25 H
15 26 N
15 27 N
15 28 N
15 29 N
15 30 H
15 31 T
15 32 N
15 33 B
15 34 N
15 35 N
15 36 N
15 37 B
15 38 N
15 39 H
15 40 N
15 41 H
15 42 N
15 43 H
15 44 N
15 45 H
15 46 N
15 47 N
15 48 H
15 49 N
15 50 N
16 1 N
16 2 N
16 3 H
16 4 N
16 5 T
16 6 N
16 7 H
16 8 N
16 9 N
16 10 H
16 11 N
16 12 N
16 13 N
16 14 N
16 15 H
16 16 B
16 17 H
16 18 T
16 19 T
16 20 T
16 21 N
16 22 N
16 23 H
16 24 N
16 25 N
16 26 T
16 27 N
16 28 N
16 29 H
16 30 N
16 31 N
16 32 T
16 33 N
16 34 N
16 35 N
16 36 T
16 37 N
16 38 N
16 39 H
16 40 B
16 41 N
16 42 N
16 43 T
16 44 H
16 45 N
16 46 N
16 47 N
16 48 B
16 49 H
16 50 H
17 1 N
17 2 B
17 3 N
17 4 N
17 5 T
17 6 N
17 7 B
17 8 N
17 9 N
17 10 N
17 11 N
17 12 T
17 13 N
17 14 H
17 15 N
17 16 N
17 17 T
17 18 T
17 19 B
17 20 B
17 21 N
17 22 T
17 23 H
17 24 N
17 25 H
17 26 N
17 27 H
17 28 T
17 29 H
17 30 N
17 31 B
17 32 T
17 33 T
17 34 N
17 35 N
17 36 N
17 37 T
17 38 N
17 39 B
17 40 T
17 41 T
17 42 H
17 43 T
17 44 N
17 45 N
17 46 T
17 47 N
17 48 N
17 49 N
17 50 T
18 1 N
18 2 T
18 3 H
18 4 N
18 5 H
18 6 B
18 7 N
18 8 B
18 9 T
18 10 H
18 11 N
18 12 N
18 13 N
18 14 N
18 15 N
18 16 B
18 17 B
18 18 B
18 19 T
18 20 B
18 21 N
18 22 T
18 23 T
18 24 N
18 25 T
18 26 N
18 27 N
18 28 T
18 29 N
18 30 N
18 31 T
18 32 H
18 33 N
18 34 H
18 35 N
18 36 B
18 37 N
18 38 H
18 39 T
18 40 T
18 41 B
18 42 T
18 43 T
18 44 T
18 45 H
18 46 H
18 47 B
18 48 T
18 49 N
18 50 T
19 1 N
19 2 B
19 3 N
19 4 N
19 5 T
19 6 H
19 7 B
19 8 T
19 9 N
19 10 H
19 11 N
19 12 N
19 13 H
19 14 N
19 15 N
19 16 T
19 17 N
19 18 T
19 19 T
19 20 N
19 21 N
19 22 T
19 23 T
19 24 H
19 25 N
19 26 N
19 27 H
19 28 N
19 29 N
19 30 H
19 31 B
19 32 T
19 33 N
19 34 H
19 35 H
19 36 H
19 37 N
19 38 N
19 39 H
19 40 T
19 41 T
19 42 B
19 43 N
19 44 H
19 45 N
19 46 N
19 47 N
19 48 T
19 49 H
19 50 N
20 1 T
20 2 N
20 3 N
20 4 B
20 5 T
20 6 H
20 7 T
20 8 T
20 9 N
20 10 N
20 11 N
20 12 N
20 13 B
20 14 T
20 15 N
20 16 N
20 17 N
20 18 T
20 19 N
20 20 T
20 21 N
20 22 B
20 23 T
20 24 H
20 25 N
20 26 H
20 27 N
20 28 N
20 29 T
20 30 H
20 31 N
20 32 T
20 33 T
20 34 B
20 35 T
20 36 H
20 37 N
20 38 N
20 39 H
20 40 N
20 41 H
20 42 T
20 43 N
20 44 H
20 45 N
20 46 N
20 47 H
20 48 N
20 49 N
20 50 T
21 1 T
21 2 N
21 3 H
21 4 T
21 5 T
21 6 T
21 7 T
21 8 N
21 9 N
21 10 T
21 11 H
21 12 N
21 13 N
21 14 N
21 15 N
21 16 T
21 17 H
21 18 H
21 19 N
21 20 N
21 21 N
21 22 H
21 23 N
21 24 T
21 25 N
21 26 N
21 27 H
21 28 N
21 29 N
21 30 H
21 31 N
21 32 N
21 33 N
21 34 N
21 35 N
21 36 B
21 37 N
21 38 H
21 39 T
21 40 N
21 41 N
21 42 H
21 43 N
21 44 N
21 45 N
21 46 N
21 47 T
21 48 N
21 49 N
21 50 N
22 1 N
22 2 N
22 3 N
22 4 N
22 5 T
22 6 T
22 7 N
22 8 B
22 9 N
22 10 H
22 11 N
22 12 H
22 13 B
22 14 N
22 15 T
22 16 N
22 17 N
22 18 H
22 19 N
22 20 N
22 21 N
22 22 N
22 23 H
22 24 H
22 25 B
22 26 T
22 27 T
22 28 T
22 29 N
22 30 N
22 31 B
22 32 N
22 33 N
22 34 N
22 35 B
22 36 B
22 37 T
22 38 H
22 39 N
22 40 T
22 41 N
22 42 N
22 43 N
22 44 N
22 45 H
22 46 N
22 47 T
22 48 H
22 49 N
22 50 T
23 1 T
23 2 B
23 3 N
23 4 T
23 5 N
23 6 N
23 7 T
23 8 N
23 9 H
23 10 H
23 11 N
23 12 N
23 13 H
23 14 N
23 15 T
23 16 N
23 17 H
23 18 N
23 19 N
23 20 T
23 21 N
23 22 N
23 23 T
23 24 N
23 25 T
23 26 T
23 27 H
23 28 N
23 29 N
23 30 N
23 31 H
23 32 B
23 33 B
23 34 N
23 35 T
23 36 N
23 37 N
23 38 N
23 39 N
23 40 H
23 41 N
23 42 N
23 43 B
23 44 T
23 45 H
23 46 H
23 47 H
23 48 H
23 49 N
23 50 N
24 1 N
24 2 T
24 3 T
24 4 T
24 5 N
24 6 N
24 7 H
24 8 N
24 9 B
24 10 N
24 11 N
24 12 N
24 13 B
24 14 N
24 15 T
24 16 H
24 17 N
24 18 N
24 19 H
24 20 N
24 21 T
24 22 T
24 23 N
24 24 H
24 25 T
24 26 B
24 27 N
24 28 H
24 29 T
24 30 H
24 31 N
24 32 B
24 33 H
24 34 T
24 35 H
24 36 N
24 37 N
24 38 N
24 39 T
24 40 T
24 41 T
24 42 B
24 43 H
24 44 N
24 45 N
24 46 N
24 47 H
24 48 T
24 49 H
24 50 H
25 1 T
25 2 T
25 3 N
25 4 N
25 5 N
25 6 B
25 7 N
25 8 N
25 9 T
25 10 N
25 11 T
25 12 N
25 13 N
25 14 B
25 15 H
25 16 T
25 17 N
25 18 B
25 19 N
25 20 N
25 21 H
25 22 N
25 23 N
25 24 H
25 25 B
25 26 N
25 27 T
25 28 H
25 29 H
25 30 N
25 31 H
25 32 T
25 33 N
25 34 N
25 35 N
25 36 T
25 37 N
25 38 H
25 39 N
25 40 T
25 41 N
25 42 N
25 43 T
25 44 T
25 45 N
25 46 N
25 47 N
25 48 N
25 49 N
25 50 H
26 1 N
26 2 N
26 3 H
26 4 T
26 5 H
26 6 T
26 7 H
26 8 N
26 9 H
26 10 N
26 11 T
26 12 N
26 13 H
26 14 N
26 15 N
26 16 H
26 17 B
26 18 T
26 19 T
26 20 H
26 21 N
26 22 T
26 23 N
26 24 H
26 25 T
26 26 T
26 27 N
26 28 H
26 29 N
26 30 N
26 31 B
26 32 N
26 33 T
26 34 T
26 35 T
26 36 N
26 37 T
26 38 B
26 39 N
26 40 N
26 41 H
26 42 H
26 43 N
26 44 N
26 45 H
26 46 T
26 47 N
26 48 N
26 49 N
26 50 N
27 1 T
27 2 N
27 3 H
27 4 N
27 5 T
27 6 N
27 7 N
27 8 T
27 9 H
27 10 H
27 11 H
27 12 N
27 13 H
27 14 N
27 15 H
27 16 N
27 17 T
27 18 H
27 19 N
27 20 H
27 21 T
27 22 B
27 23 N
27 24 H
27 25 H
27 26 H
27 27 N
27 28 B
27 29 N
27 30 H
27 31 T
27 32 N
27 33 H
27 34 N
27 35 N
27 36 B
27 37 N
27 38 B
27 39 H
27 40 H
27 41 N
27 42 N
27 43 T
27 44 T
27 45 N
27 46 H
27 47 N
27 48 N
27 49 T
27 50 N
28 1 T
28 2 B
28 3 T
28 4 H
28 5 B
28 6 N
28 7 N
28 8 H
28 9 N
28 10 N
28 11 N
28 12 N
28 13 N
28 14 H
28 15 T
28 16 T
28 17 H
28 18 N
28 19 H
28 20 N
28 21 N
28 22 T
28 23 N
28 24 N
28 25 N
28 26 H
28 27 T
28 28 T
28 29 N
28 30 T
28 31 N
28 32 N
28 33 T
28 34 N
28 35 N
28 36 H
28 37 N
28 38 N
28 39 N
28 40 N
28 41 B
28 42 N
28 43 N
28 44 N
28 45 N
28 46 N
28 47 H
28 48 N
28 49 N
28 50 H
29 1 H
29 2 N
29 3 T
29 4 N
29 5 T
29 6 H
29 7 N
29 8 N
29 9 T
29 10 N
29 11 N
29 12 N
29 13 H
29 14 H
29 15 H
29 16 B
29 17 T
29 18 N
29 19 N
29 20 N
29 21 H
29 22 N
29 23 N
29 24 B
29 25 T
29 26 N
29 27 T
29 28 N
29 29 T
29 30 N
29 31 H
29 32 T
29 33 N
29 34 N
29 35 N
29 36 N
29 37 H
29 38 T
29 39 N
29 40 H
29 41 N
29 42 T
29 43 H
29 44 N
29 45 N
29 46 N
29 47 H
29 48 N
29 49 T
29 50 N
30 1 N
30 2 N
30 3 N
30 4 N
30 5 T
30 6 N
30 7 T
30 8 N
30 9 T
30 10 T
30 11 B
30 12 N
30 13 H
30 14 H
30 15 H
30 16 H
30 17 N
30 18 N
30 19 N
30 20 N
30 21 N
30 22 N
30 23 H
30 24 N
30 25 N
30 26 H
30 27 N
30 28 N
30 29 H
30 30 T
30 31 N
30 32 T
30 33 H
30 34 N
30 35 N
30 36 N
30 37 N
30 38 H
30 39 T
30 40 N
30 41 N
30 42 H
30 43 B
30 44 N
30 45 N
30 46 N
30 47 T
30 48 H
30 49 N
30 50 N
31 1 H
31 2 N
31 3 N
31 4 N
31 5 N
31 6 N
31 7 T
31 8 B
31 9 N
31 10 N
31 11 B
31 12 T
31 13 N
31 14 N
31 15 N
31 16 T
31 17 T
31 18 T
31 19 N
31 20 B
31 21 N
31 22 B
31 23 B
31 24 B
31 25 B
31 26 H
31 27 T
31 28 H
31 29 N
31 30 N
31 31 N
31 32 T
31 33 B
31 34 H
31 35 T
31 36 N
31 37 H
31 38 T
31 39 N
31 40 T
31 41 N
31 42 B
31 43 N
31 44 N
31 45 B
31 46 N
31 47 N
31 48 N
31 49 H
31 50 B
32 1 N
32 2 H
32 3 N
32 4 N
32 5 B
32 6 T
32 7 H
32 8 H
32 9 N
32 10 N
32 11 B
32 12 N
32 13 N
32 14 N
32 15 T
32 16 T
32 17 H
32 18 B
32 19 T
32 20 H
32 21 H
32 22 N
32 23 T
32 24 T
32 25 T
32 26 T
32 27 N
32 28 B
32 29 N
32 30 N
32 31 N
32 32 N
32 33 N
32 34 B
32 35 N
32 36 H
32 37 N
32 38 N
32 39 H
32 40 N
32 41 N
32 42 B
32 43 H
32 44 T
32 45 T
32 46 T
32 47 H
32 48 T
32 49 H
32 50 N
33 1 T
33 2 H
33 3 N
33 4 N
33 5 N
33 6 N
33 7 T
33 8 N
33 9 H
33 10 T
33 11 B
33 12 B
33 13 B
33 14 N
33 15 N
33 16 B
33 17 N
33 18 T
33 19 T
33 20 N
33 21 T
33 22 N
33 23 N
33 24 T
33 25 N
33 26 H
33 27 T
33 28 N
33 29 N
33 30 N
33 31 T
33 32 T
33 33 N
33 34 N
33 35 N
33 36 N
33 37 N
33 38 H
33 39 T
33 40 N
33 41 N
33 42 H
33 43 H
33 44 T
33 45 B
33 46 N
33 47 N
33 48 T
33 49 N
33 50 H
34 1 H
34 2 N
34 3 N
34 4 H
34 5 H
34 6 N
34 7 N
34 8 B
34 9 H
34 10 N
34 11 H
34 12 B
34 13 B
34 14 B
34 15 T
34 16 N
34 17 N
34 18 H
34 19 N
34 20 T
34 21 N
34 22 T
34 23 N
34 24 N
34 25 N
34 26 T
34 27 N
34 28 N
34 29 T
34 30 T
34 31 T
34 32 N
34 33 N
34 34 N
34 35 H
34 36 H
34 37 N
34 38 N
34 39 H
34 40 N
34 41 N
34 42 T
34 43 N
34 44 N
34 45 H
34 46 N
34 47 N
34 48 N
34 49 H
34 50 T
35 1 H
35 2 N
35 3 T
35 4 N
35 5 N
35 6 T
35 7 B
35 8 T
35 9 N
35 10 B
35 11 B
35 12 T
35 13 T
35 14 N
35 15 N
35 16 N
35 17 N
35 18 N
35 19 H
35 20 B
35 21 N
35 22 T
35 23 H
35 24 N
35 25 N
35 26 T
35 27 T
35 28 N
35 29 T
35 30 N
35 31 H
35 32 N
35 33 T
35 34 N
35 35 T
35 36 T
35 37 H
35 38 N
35 39 N
35 40 N
35 41 N
35 42 H
35 43 N
35 44 T
35 45 T
35 46 H
35 47 T
35 48 T
35 49 N
35 50 N
36 1 B
36 2 T
36 3 B
36 4 N
36 5 N
36 6 N
36 7 B
36 8 H
36 9 N
36 10 T
36 11 H
36 12 N
36 13 N
36 14 N
36 15 N
36 16 B
36 17 H
36 18 N
36 19 N
36 20 H
36 21 N
36 22 H
36 23 N
36 24 B
36 25 N
36 26 H
36 27 T
36 28 H
36 29 N
36 30 N
36 31 B
36 32 T
36 33 B
36 34 N
36 35 B
36 36 N
36 37 T
36 38 N
36 39 N
36 40 H
36 41 H
36 42 N
36 43 N
36 44 N
36 45 N
36 46 T
36 47 H
36 48 B
36 49 T
36 50 N
37 1 H
37 2 T
37 3 B
37 4 T
37 5 B
37 6 B
37 7 T
37 8 N
37 9 T
37 10 T
37 11 B
37 12 H
37 13 H
37 14 H
37 15 T
37 16 T
37 17 B
37 18 N
37 19 T
37 20 N
37 21 N
37 22 H
37 23 T
37 24 T
37 25 T
37 26 N
37 27 H
37 28 N
37 29 H
37 30 N
37 31 H
37 32 B
37 33 H
37 34 B
37 35 N
37 36 T
37 37 T
37 38 N
37 39 N
37 40 N
37 41 T
37 42 N
37 43 N
37 44 B
37 45 N
37 46 T
37 47 T
37 48 N
37 49 N
37 50 H
38 1 N
38 2 H
38 3 N
38 4 B
38 5 T
38 6 B
38 7 H
38 8 B
38 9 T
38 10 H
38 11 T
38 12 H
38 13 T
38 14 N
38 15 H
38 16 T
38 17 T
38 18 B
38 19 B
38 20 N
38 21 H
38 22 H
38 23 B
38 24 N
38 25 N
38 26 N
38 27 N
38 28 H
38 29 T
38 30 T
38 31 N
38 32 H
38 33 N
38 34 B
38 35 T
38 36 T
38 37 N
38 38 H
38 39 B
38 40 H
38 41 N
38 42 N
38 43 T
38 44 H
38 45 H
38 46 H
38 47 H
38 48 N
38 49 N
38 50 N
39 1 T
39 2 H
39 3 H
39 4 H
39 5 N
39 6 N
39 7 T
39 8 N
39 9 H
39 10 N
39 11 T
39 12 T
39 13 T
39 14 B
39 15 N
39 16 B
39 17 N
39 18 N
39 19 H
39 20 T
39 21 B
39 22 N
39 23 N
39 24 H
39 25 B
39 26 N
39 27 N
39 28 N
39 29 N
39 30 N
39 31 T
39 32 N
39 33 H
39 34 N
39 35 H
39 36 N
39 37 N
39 38 N
39 39 B
39 40 H
39 41 N
39 42 T
39 43 N
39 44 H
39 45 T
39 46 H
39 47 H
39 48 T
39 49 B
39 50 N
40 1 N
40 2 H
40 3 N
40 4 N
40 5 N
40 6 N
40 7 H
40 8 N
40 9 N
40 10 N
40 11 N
40 12 T
40 13 N
40 14 B
40 15 N
40 16 T
40 17 H
40 18 B
40 19 H
40 20 N
40 21 N
40 22 T
40 23 N
40 24 N
40 25 N
40 26 N
40 27 N
40 28 N
40 29 T
40 30 H
40 31 H
40 32 H
40 33 N
40 34 N
40 35 N
40 36 T
40 37 T
40 38 T
40 39 T
40 40 T
40 41 N
40 42 H
40 43 N
40 44 H
40 45 B
40 46 H
40 47 N
40 48 N
40 49 N
40 50 T
41 1 H
41 2 H
41 3 T
41 4 B
41 5 H
41 6 N
41 7 N
41 8 N
41 9 N
41 10 N
41 11 N
41 12 N
41 13 B
41 14 N
41 15 H
41 16 H
41 17 N
41 18 N
41 19 N
41 20 H
41 21 N
41 22 N
41 23 H
41 24 B
41 25 H
41 26 T
41 27 N
41 28 N
41 29 T
41 30 N
41 31 N
41 32 N
41 33 N
41 34 B
41 35 B
41 36 H
41 37 N
41 38 T
41 39 T
41 40 N
41 41 N
41 42 N
41 43 H
41 44 H
41 45 T
41 46 N
41 47 T
41 48 B
41 49 N
41 50 N
42 1 B
42 2 B
42 3 T
42 4 H
42 5 H
42 6 H
42 7 N
42 8 N
42 9 N
42 10 T
42 11 N
42 12 B
42 13 N
42 14 T
42 15 H
42 16 N
42 17 B
42 18 T
42 19 H
42 20 N
42 21 N
42 22 T
42 23 N
42 24 T
42 25 N
42 26 N
42 27 T
42 28 T
42 29 N
42 30 H
42 31 N
42 32 N
42 33 B
42 34 T
42 35 H
42 36 N
42 37 N
42 38 N
42 39 H
42 40 N
42 41 B
42 42 H
42 43 N
42 44 N
42 45 N
42 46 B
42 47 N
42 48 N
42 49 N
42 50 N
43 1 N
43 2 N
43 3 T
43 4 T
43 5 N
43 6 N
43 7 N
43 8 N
43 9 N
43 10 B
43 11 H
43 12 N
43 13 N
43 14 N
43 15 T
43 16 T
43 17 H
43 18 N
43 19 T
43 20 N
43 21 B
43 22 H
43 23 N
43 24 B
43 25 B
43 26 N
43 27 T
43 28 N
43 29 N
43 30 B
43 31 N
43 32 T
43 33 B
43 34 B
43 35 H
43 36 H
43 37 T
43 38 T
43 39 B
43 40 N
43 41 N
43 42 N
43 43 N
43 44 B
43 45 N
43 46 H
43 47 N
43 48 N
43 49 H
43 50 T
44 1 N
44 2 N
44 3 H
44 4 N
44 5 B
44 6 N
44 7 H
44 8 H
44 9 N
44 10 T
44 11 N
44 12 B
44 13 N
44 14 N
44 15 N
44 16 H
44 17 H
44 18 T
44 19 T
44 20 N
44 21 N
44 22 H
44 23 T
44 24 N
44 25 T
44 26 N
44 27 H
44 28 T
44 29 H
44 30 T
44 31 N
44 32 N
44 33 H
44 34 N
44 35 H
44 36 T
44 37 N
44 38 N
44 39 T
44 40 H
44 41 N
44 42 T
44 43 N
44 44 N
44 45 T
44 46 N
44 47 N
44 48 N
44 49 N
44 50 N
45 1 N
45 2 N
45 3 H
45 4 B
45 5 N
45 6 N
45 7 N
45 8 H
45 9 H
45 10 T
45 11 N
45 12 N
45 13 N
45 14 N
45 15 N
45 16 N
45 17 N
45 18 T
45 19 N
45 20 N
45 21 B
45 22 N
45 23 N
45 24 N
45 25 N
45 26 B
45 27 T
45 28 N
45 29 B
45 30 N
45 31 N
45 32 H
45 33 N
45 34 B
45 35 B
45 36 N
45 37 N
45 38 N
45 39 T
45 40 H
45 41 N
45 42 N
45 43 B
45 44 N
45 45 N
45 46 T
45 47 N
45 48 N
45 49 B
45 50 B
46 1 N
46 2 H
46 3 N
46 4 N
46 5 T
46 6 N
46 7 T
46 8 T
46 9 N
46 10 N
46 11 H
46 12 B
46 13 T
46 14 N
46 15 H
46 16 H
46 17 T
46 18 N
46 19 N
46 20 H
46 21 N
46 22 B
46 23 T
46 24 H
46 25 T
46 26 N
46 27 T
46 28 N
46 29 N
46 30 H
46 31 T
46 32 N
46 33 H
46 34 N
46 35 N
46 36 H
46 37 T
46 38 B
46 39 N
46 40 H
46 41 N
46 42 H
46 43 N
46 44 B
46 45 N
46 46 N
46 47 T
46 48 N
46 49 N
46 50 N
47 1 N
47 2 T
47 3 H
47 4 B
47 5 N
47 6 N
47 7 N
47 8 H
47 9 T
47 10 N
47 11 T
47 12 N
47 13 N
47 14 T
47 15 N
47 16 N
47 17 N
47 18 N
47 19 N
47 20 H
47 21 T
47 22 N
47 23 T
47 24 N
47 25 T
47 26 H
47 27 T
47 28 H
47 29 H
47 30 N
47 31 T
47 32 T
